Script_Id,Genre
529,Action
529,Adventure
1088,Action
1088,Comedy
1088,Sci-Fi
1088,Western
37,Comedy
37,Romance
804,Comedy
804,Drama
804,Mystery
865,Drama
865,Romance
931,Action
931,Thriller
559,Adventure
559,Comedy
175,Comedy
175,Drama
728,Family
728,Musical
777,Drama
777,Romance
1101,Action
1101,Fantasy
1101,Sci-Fi
1101,Thriller
671,Action
671,Sci-Fi
671,Thriller
264,Action
264,Sci-Fi
264,Thriller
639,Comedy
639,Drama
639,Romance
798,Drama
1072,Horror
1072,Thriller
748,Action
748,Adventure
748,Sci-Fi
649,Comedy
1025,Action
1025,Adventure
1025,Sci-Fi
706,Comedy
708,Comedy
734,Action
734,Fantasy
734,Horror
773,Drama
773,Horror
773,Thriller
456,Action
456,Crime
456,Drama
456,Thriller
632,Action
632,Adventure
632,Fantasy
180,Crime
180,Drama
180,Thriller
801,Drama
801,Romance
767,Animation
767,Adventure
767,Comedy
209,Drama
1046,Action
1046,Drama
1046,Sci-Fi
1046,Thriller
732,Crime
732,Drama
732,Thriller
664,Drama
664,Romance
886,Drama
886,Horror
886,Comedy
352,Action
352,Adventure
352,Sci-Fi
352,Thriller
219,Comedy
219,Crime
219,Thriller
620,Adventure
620,Animation
620,Family
620,Musical
97,Thriller
717,Comedy
717,Romance
577,Crime
577,Drama
577,Thriller
802,Action
802,Horror
802,Sci-Fi
71,Comedy
71,Crime
255,Crime
255,Drama
125,Drama
28,Comedy
28,Drama
1001,Action
1001,Adventure
1001,Comedy
1001,Romance
244,Drama
244,Sci-Fi
956,Crime
956,Thriller
956,Sci-Fi
956,Mystery
956,Action
956,Drama
431,Drama
431,Action
642,Action
642,Crime
573,Romance
573,Fantasy
573,Comedy
119,Crime
119,Thriller
119,Drama
841,Animation
841,Adventure
841,Family
149,Drama
149,Fantasy
149,Comedy
149,Adventure
595,Drama
595,Romance
446,Drama
446,Romance
682,Action
682,Thriller
682,Drama
325,Action
325,Adventure
325,Fantasy
516,Drama
951,Western
754,Comedy
754,Drama
754,Romance
238,Action
238,Adventure
238,Fantasy
238,Thriller
366,Action
366,Drama
366,Thriller
514,Comedy
466,Action
466,Crime
466,Thriller
466,Drama
560,Thriller
560,Mystery
451,Comedy
451,Fantasy
451,Horror
451,Sci-Fi
211,Horror
211,Thriller
588,Drama
588,Romance
835,Animation
835,Family
835,Adventure
598,Action
598,Adventure
598,Drama
598,War
292,Horror
292,Drama
292,Sci-Fi
292,Thriller
614,Adventure
614,Drama
809,Horror
809,Thriller
809,Fantasy
809,Mystery
550,Adventure
550,Action
550,Crime
550,Thriller
508,Drama
508,Thriller
508,War
1063,Action
1063,Adventure
1063,Sci-Fi
1063,Thriller
91,Adventure
91,Fantasy
91,Action
91,Comedy
91,Horror
517,Comedy
517,Drama
517,Romance
1090,Comedy
1090,Drama
226,Action
226,Crime
226,Drama
226,Thriller
