Script_id,Script_Title,Movie_Release_Date,Script_Date,Raw_Script_URL,Raw_Script_Loc
804,"Private Life of Sherlock Holmes, The",,,"http://www.imsdb.com//scripts/Private-Life-of-Sherlock-Holmes,-The.html","raw_Script/Private Life of Sherlock Holmes, The.txt"
865,Save the Last Dance,,Jun-99,http://www.imsdb.com//scripts/Save-the-Last-Dance.html,raw_Script/Save the Last Dance.txt
823,Rambo: First Blood II: The Mission,,Dec-83,http://www.imsdb.com//scripts/Rambo-First-Blood-II-The-Mission.html,unclean
378,Fight Club,,Feb-98,http://www.imsdb.com//scripts/Fight-Club.html,unclean
452,"Grifters, The",,Mar-89,"http://www.imsdb.com//scripts/Grifters,-The.html",unclean
559,Jay and Silent Bob Strike Back,,1-Jan,http://www.imsdb.com//scripts/Jay-and-Silent-Bob-Strike-Back.html,raw_Script/Jay and Silent Bob Strike Back.txt
434,Godfather,,Mar-71,http://www.imsdb.com//scripts/Godfather.html,unclean
175,Bonfire of the Vanities,,Jul-90,http://www.imsdb.com//scripts/Bonfire-of-the-Vanities.html,raw_Script/Bonfire of the Vanities.txt
728,Newsies,,Jun-91,http://www.imsdb.com//scripts/Newsies.html,raw_Script/Newsies.txt
420,Get Shorty,,,http://www.imsdb.com//scripts/Get-Shorty.html,unclean
777,"Perks of Being a Wallflower, The",12-Oct,,"http://www.imsdb.com//scripts/Perks-of-Being-a-Wallflower,-The.html","raw_Script/Perks of Being a Wallflower, The.txt"
1101,X-Men Origins: Wolverine,9-May,,http://www.imsdb.com//scripts/X-Men-Origins-Wolverine.html,raw_Script/X-Men Origins: Wolverine.txt
671,"Matrix, The",,Jun-97,"http://www.imsdb.com//scripts/Matrix,-The.html","raw_Script/Matrix, The.txt"
1018,Traffic,,,http://www.imsdb.com//scripts/Traffic.html,unclean
264,Cowboys & Aliens,11-Jul,9-Aug,http://www.imsdb.com//scripts/Cowboys-&-Aliens.html,raw_Script/Cowboys & Aliens.txt
639,Lost in Translation,3-Oct,2-Sep,http://www.imsdb.com//scripts/Lost-in-Translation.html,raw_Script/Lost in Translation.txt
512,Hudson Hawk,,Jun-90,http://www.imsdb.com//scripts/Hudson-Hawk.html,unclean
798,Precious,9-Nov,8-Jan,http://www.imsdb.com//scripts/Precious.html,raw_Script/Precious.txt
337,Ed TV,,Jul-97,http://www.imsdb.com//scripts/Ed-TV.html,unclean
1072,When a Stranger Calls,Oct-79,,http://www.imsdb.com//scripts/When-a-Stranger-Calls.html,raw_Script/When a Stranger Calls.txt
748,Oblivion,13-Apr,11-Mar,http://www.imsdb.com//scripts/Oblivion.html,raw_Script/Oblivion.txt
649,Malibu's Most Wanted,,2-Jul,http://www.imsdb.com//scripts/Malibu's-Most-Wanted.html,raw_Script/Malibu's Most Wanted.txt
96,Assassins,,Aug-94,http://www.imsdb.com//scripts/Assassins.html,unclean
1025,TRON: Legacy,10-Dec,,http://www.imsdb.com//scripts/TRON-Legacy.html,raw_Script/TRON: Legacy.txt
955,Storytelling,,,http://www.imsdb.com//scripts/Storytelling.html,unclean
98,At First Sight,,,http://www.imsdb.com//scripts/At-First-Sight.html,unclean
706,Mr Blandings Builds His Dream House,Jun-48,,http://www.imsdb.com//scripts/Mr-Blandings-Builds-His-Dream-House.html,raw_Script/Mr Blandings Builds His Dream House.txt
708,Mr Deeds Goes to Town,Apr-36,Dec-35,http://www.imsdb.com//scripts/Mr-Deeds-Goes-to-Town.html,raw_Script/Mr Deeds Goes to Town.txt
734,Nightbreed,Feb-90,,http://www.imsdb.com//scripts/Nightbreed.html,raw_Script/Nightbreed.txt
773,Peeping Tom,May-60,,http://www.imsdb.com//scripts/Peeping-Tom.html,raw_Script/Peeping Tom.txt
456,Hackers,Sep-95,,http://www.imsdb.com//scripts/Hackers.html,raw_Script/Hackers.txt
632,Lord of the Rings: Return of the King,3-Dec,3-Oct,http://www.imsdb.com//scripts/Lord-of-the-Rings-Return-of-the-King.html,raw_Script/Lord of the Rings: Return of the King.txt
180,"Boondock Saints, The",Jan-00,Aug-97,"http://www.imsdb.com//scripts/Boondock-Saints,-The.html","raw_Script/Boondock Saints, The.txt"
801,Pride and Prejudice,5-Nov,,http://www.imsdb.com//scripts/Pride-and-Prejudice.html,raw_Script/Pride and Prejudice.txt
767,ParaNorman,12-Aug,,http://www.imsdb.com//scripts/ParaNorman.html,raw_Script/ParaNorman.txt
209,Candle to Water,12-Nov,12-May,http://www.imsdb.com//scripts/Candle-to-Water.html,raw_Script/Candle to Water.txt
1046,V for Vendetta,6-Mar,,http://www.imsdb.com//scripts/V-for-Vendetta.html,raw_Script/V for Vendetta.txt
732,Nick of Time,Nov-95,Mar-95,http://www.imsdb.com//scripts/Nick-of-Time.html,raw_Script/Nick of Time.txt
664,Marty,Jul-55,,http://www.imsdb.com//scripts/Marty.html,raw_Script/Marty.txt
352,Escape From L.A.,,1996,http://www.imsdb.com//scripts/Escape-From-L.A..html,raw_Script/Escape From L.A..txt
219,Cecil B. Demented,Aug-00,Jun-98,http://www.imsdb.com//scripts/Cecil-B.-Demented.html,raw_Script/Cecil B. Demented.txt
97,"Assignment, The",Sep-97,Jul-96,"http://www.imsdb.com//scripts/Assignment,-The.html","raw_Script/Assignment, The.txt"
805,"Producer, The",,Mar-67,"http://www.imsdb.com//scripts/Producer,-The.html",unclean
895,"Shining, The",,,"http://www.imsdb.com//scripts/Shining,-The.html",unclean
717,My Best Friend's Wedding,,1997,http://www.imsdb.com//scripts/My-Best-Friend's-Wedding.html,raw_Script/My Best Friend's Wedding.txt
577,Killing Zoe,,,http://www.imsdb.com//scripts/Killing-Zoe.html,raw_Script/Killing Zoe.txt
802,Priest,11-May,,http://www.imsdb.com//scripts/Priest.html,raw_Script/Priest.txt
71,Analyze This,,Jul-98,http://www.imsdb.com//scripts/Analyze-This.html,raw_Script/Analyze This.txt
255,Confessions of a Dangerous Mind,,May-98,http://www.imsdb.com//scripts/Confessions-of-a-Dangerous-Mind.html,raw_Script/Confessions of a Dangerous Mind.txt
125,Basquiat,,,http://www.imsdb.com//scripts/Basquiat.html,raw_Script/Basquiat.txt
51,Almost Famous,,Dec-98,http://www.imsdb.com//scripts/Almost-Famous.html,unclean
293,"Day the Clown Cried, The",,,"http://www.imsdb.com//scripts/Day-the-Clown-Cried,-The.html",unclean
342,Election,,Jul-97,http://www.imsdb.com//scripts/Election.html,unclean
28,Adaptation,,Nov-00,http://www.imsdb.com//scripts/Adaptation.html,raw_Script/Adaptation.txt
76,Annie Hall,,,http://www.imsdb.com//scripts/Annie-Hall.html,unclean
811,Psycho,,Dec-59,http://www.imsdb.com//scripts/Psycho.html,unclean
1001,"Three Musketeers, The",,Jan-93,"http://www.imsdb.com//scripts/Three-Musketeers,-The.html","raw_Script/Three Musketeers, The.txt"
425,Ghost Ship,,,http://www.imsdb.com//scripts/Ghost-Ship.html,unclean
397,Frequency,,,http://www.imsdb.com//scripts/Frequency.html,unclean
956,Strange Days,Oct-95,Aug-93,http://www.imsdb.com//scripts/Strange-Days.html,raw_Script/Strange Days.txt
431,Gladiator,,Oct-98,http://www.imsdb.com//scripts/Gladiator.html,raw_Script/Gladiator.txt
1092,Withnail and I,,,http://www.imsdb.com//scripts/Withnail-and-I.html,unclean
642,Machine Gun Preacher,11-Sep,10-Sep,http://www.imsdb.com//scripts/Machine-Gun-Preacher.html,raw_Script/Machine Gun Preacher.txt
573,Kate & Leopold,,1-Dec,http://www.imsdb.com//scripts/Kate-&-Leopold.html,raw_Script/Kate & Leopold.txt
77,"Anniversary Party, The",,,"http://www.imsdb.com//scripts/Anniversary-Party,-The.html",unclean
119,Badlands,,1973,http://www.imsdb.com//scripts/Badlands.html,raw_Script/Badlands.txt
841,Rise of the Guardians,12-Nov,12-Sep,http://www.imsdb.com//scripts/Rise-of-the-Guardians.html,raw_Script/Rise of the Guardians.txt
388,Forrest Gump,,,http://www.imsdb.com//scripts/Forrest-Gump.html,unclean
149,Big Fish,4-Jan,,http://www.imsdb.com//scripts/Big-Fish.html,raw_Script/Big Fish.txt
370,Fargo,,,http://www.imsdb.com//scripts/Fargo.html,unclean
595,Last Chance Harvey,9-Jan,,http://www.imsdb.com//scripts/Last-Chance-Harvey.html,raw_Script/Last Chance Harvey.txt
521,"Ice Storm, The",,Jan-96,"http://www.imsdb.com//scripts/Ice-Storm,-The.html",unclean
446,Grand Hotel,Apr-32,,http://www.imsdb.com//scripts/Grand-Hotel.html,raw_Script/Grand Hotel.txt
682,Metro,,1997,http://www.imsdb.com//scripts/Metro.html,raw_Script/Metro.txt
325,Dragonslayer,,1981,http://www.imsdb.com//scripts/Dragonslayer.html,raw_Script/Dragonslayer.txt
516,I am Sam,2-Jan,,http://www.imsdb.com//scripts/I-am-Sam.html,raw_Script/I am Sam.txt
951,Station West,Oct-48,Jun-47,http://www.imsdb.com//scripts/Station-West.html,raw_Script/Station West.txt
238,Cirque du Freak: The Vampire's Assistant,9-Oct,,http://www.imsdb.com//scripts/Cirque-du-Freak-The-Vampire's-Assistant.html,raw_Script/Cirque du Freak: The Vampire's Assistant.txt
366,Fair Game,10-Nov,,http://www.imsdb.com//scripts/Fair-Game.html,raw_Script/Fair Game.txt
514,Human Nature,,1-Jan,http://www.imsdb.com//scripts/Human-Nature.html,raw_Script/Human Nature.txt
466,Hard Rain,Jan-98,,http://www.imsdb.com//scripts/Hard-Rain.html,raw_Script/Hard Rain.txt
560,Jennifer Eight,Nov-92,Jun-91,http://www.imsdb.com//scripts/Jennifer-Eight.html,raw_Script/Jennifer Eight.txt
451,Gremlins 2,Jun-90,Feb-89,http://www.imsdb.com//scripts/Gremlins-2.html,raw_Script/Gremlins 2.txt
725,Never Been Kissed,,Jun-98,http://www.imsdb.com//scripts/Never-Been-Kissed.html,unclean
211,Carrie,Nov-76,,http://www.imsdb.com//scripts/Carrie.html,raw_Script/Carrie.txt
588,Labor of Love,,,http://www.imsdb.com//scripts/Labor-of-Love.html,raw_Script/Labor of Love.txt
1019,Training Day,,1-Mar,http://www.imsdb.com//scripts/Training-Day.html,unclean
27,Ace Ventura: Pet Detective,,,http://www.imsdb.com//scripts/Ace-Ventura-Pet-Detective.html,unclean
835,"Rescuers Down Under, The",,Nov-90,"http://www.imsdb.com//scripts/Rescuers-Down-Under,-The.html","raw_Script/Rescuers Down Under, The.txt"
627,Lone Star,,,http://www.imsdb.com//scripts/Lone-Star.html,unclean
598,"Last Samurai, The",,,"http://www.imsdb.com//scripts/Last-Samurai,-The.html","raw_Script/Last Samurai, The.txt"
292,Day of the Dead,,1985,http://www.imsdb.com//scripts/Day-of-the-Dead.html,raw_Script/Day of the Dead.txt
614,Life of Pi,12-Nov,,http://www.imsdb.com//scripts/Life-of-Pi.html,raw_Script/Life of Pi.txt
809,"Prophecy, The",Sep-95,,"http://www.imsdb.com//scripts/Prophecy,-The.html","raw_Script/Prophecy, The.txt"
550,"Italian Job, The",,1-Dec,"http://www.imsdb.com//scripts/Italian-Job,-The.html","raw_Script/Italian Job, The.txt"
508,Hotel Rwanda,5-Feb,,http://www.imsdb.com//scripts/Hotel-Rwanda.html,raw_Script/Hotel Rwanda.txt
1063,War of the Worlds,5-Jun,,http://www.imsdb.com//scripts/War-of-the-Worlds.html,raw_Script/War of the Worlds.txt
351,Erin Brockovich,,Mar-99,http://www.imsdb.com//scripts/Erin-Brockovich.html,unclean
91,Army of Darkness,,Jan-91,http://www.imsdb.com//scripts/Army-of-Darkness.html,raw_Script/Army of Darkness.txt
971,"Sweet Hereafter, The",,,"http://www.imsdb.com//scripts/Sweet-Hereafter,-The.html",unclean
517,I Love You Phillip Morris,10-Jan,8-Apr,http://www.imsdb.com//scripts/I-Love-You-Phillip-Morris.html,raw_Script/I Love You Phillip Morris.txt
222,"Cell, The",,,"http://www.imsdb.com//scripts/Cell,-The.html",unclean
1090,Win Win,11-Mar,,http://www.imsdb.com//scripts/Win-Win.html,raw_Script/Win Win.txt
226,Chaos,5-Dec,4-Mar,http://www.imsdb.com//scripts/Chaos.html,raw_Script/Chaos.txt
940,Star Trek: Nemesis,,,http://www.imsdb.com//scripts/Star-Trek-Nemesis.html,unclean
546,It Happened One Night,Feb-34,,http://www.imsdb.com//scripts/It-Happened-One-Night.html,raw_Script/It Happened One Night.txt
341,El Mariachi,Feb-93,,http://www.imsdb.com//scripts/El-Mariachi.html,unclean
426,Ghost World,,,http://www.imsdb.com//scripts/Ghost-World.html,unclean
259,"Cooler, The",3-Nov,,"http://www.imsdb.com//scripts/Cooler,-The.html","raw_Script/Cooler, The.txt"
1067,Water for Elephants,11-Apr,9-Apr,http://www.imsdb.com//scripts/Water-for-Elephants.html,raw_Script/Water for Elephants.txt
532,"Informant, The",9-Sep,3-Jan,"http://www.imsdb.com//scripts/Informant,-The.html","raw_Script/Informant, The.txt"
326,Drive,11-Sep,10-Sep,http://www.imsdb.com//scripts/Drive.html,raw_Script/Drive.txt
757,Only God Forgives,13-Jul,,http://www.imsdb.com//scripts/Only-God-Forgives.html,raw_Script/Only God Forgives.txt
328,Drop Dead Gorgeous,,,http://www.imsdb.com//scripts/Drop-Dead-Gorgeous.html,unclean
586,Kung Fu Panda,8-Jun,,http://www.imsdb.com//scripts/Kung-Fu-Panda.html,raw_Script/Kung Fu Panda.txt
824,"Reader, The",9-Jan,,"http://www.imsdb.com//scripts/Reader,-The.html","raw_Script/Reader, The.txt"
223,Cellular,4-Sep,3-Jul,http://www.imsdb.com//scripts/Cellular.html,raw_Script/Cellular.txt
881,"Sessions, The",12-Nov,,"http://www.imsdb.com//scripts/Sessions,-The.html","raw_Script/Sessions, The.txt"
571,Kafka,,,http://www.imsdb.com//scripts/Kafka.html,unclean
556,Jason X,,,http://www.imsdb.com//scripts/Jason-X.html,unclean
418,Get Carter,Mar-71,,http://www.imsdb.com//scripts/Get-Carter.html,raw_Script/Get Carter.txt
1095,Wonder Boys,,,http://www.imsdb.com//scripts/Wonder-Boys.html,unclean
359,Excalibur,Apr-81,,http://www.imsdb.com//scripts/Excalibur.html,raw_Script/Excalibur.txt
254,Conan the Barbarian,11-Aug,9-Oct,http://www.imsdb.com//scripts/Conan-the-Barbarian.html,raw_Script/Conan the Barbarian.txt
657,Manhunter,,Jul-84,http://www.imsdb.com//scripts/Manhunter.html,unclean
430,"Girl with the Dragon Tattoo, The",11-Dec,,"http://www.imsdb.com//scripts/Girl-with-the-Dragon-Tattoo,-The.html","raw_Script/Girl with the Dragon Tattoo, The.txt"
764,"Pacifier, The",5-Mar,4-Mar,"http://www.imsdb.com//scripts/Pacifier,-The.html","raw_Script/Pacifier, The.txt"
594,"Last Boy Scout, The",,,"http://www.imsdb.com//scripts/Last-Boy-Scout,-The.html","raw_Script/Last Boy Scout, The.txt"
330,Duck Soup,,,http://www.imsdb.com//scripts/Duck-Soup.html,unclean
252,Color of Night,Aug-94,,http://www.imsdb.com//scripts/Color-of-Night.html,raw_Script/Color of Night.txt
987,Terminator Salvation,9-May,5-Oct,http://www.imsdb.com//scripts/Terminator-Salvation.html,raw_Script/Terminator Salvation.txt
938,Star Trek: First Contact,,Sep-95,http://www.imsdb.com//scripts/Star-Trek-First-Contact.html,unclean
601,Law Abiding Citizen,9-Oct,8-Sep,http://www.imsdb.com//scripts/Law-Abiding-Citizen.html,raw_Script/Law Abiding Citizen.txt
2,12,,,http://www.imsdb.com//scripts/12.html,unclean
290,Dave Barry's Complete Guide to Guys,6-May,4-Feb,http://www.imsdb.com//scripts/Dave-Barry's-Complete-Guide-to-Guys.html,raw_Script/Dave Barry's Complete Guide to Guys.txt
831,"Relic, The",,Mar-95,"http://www.imsdb.com//scripts/Relic,-The.html",unclean
505,"Hospital, The",Dec-71,,"http://www.imsdb.com//scripts/Hospital,-The.html","raw_Script/Hospital, The.txt"
266,Crank,6-Sep,5-Feb,http://www.imsdb.com//scripts/Crank.html,raw_Script/Crank.txt
787,Pirates of the Caribbean,,,http://www.imsdb.com//scripts/Pirates-of-the-Caribbean.html,raw_Script/Pirates of the Caribbean.txt
283,Dances with Wolves,Nov-90,May-89,http://www.imsdb.com//scripts/Dances-with-Wolves.html,raw_Script/Dances with Wolves.txt
103,"Avengers, The",,Jun-95,"http://www.imsdb.com//scripts/Avengers,-The.html",unclean
564,Jimmy and Judy,,4-Aug,http://www.imsdb.com//scripts/Jimmy-and-Judy.html,raw_Script/Jimmy and Judy.txt
319,Dogma,,1999,http://www.imsdb.com//scripts/Dogma.html,raw_Script/Dogma.txt
383,Five Easy Pieces,,,http://www.imsdb.com//scripts/Five-Easy-Pieces.html,unclean
393,Frankenstein,Nov-94,Feb-93,http://www.imsdb.com//scripts/Frankenstein.html,raw_Script/Frankenstein.txt
137,Beasts of the Southern Wild,12-Jun,,http://www.imsdb.com//scripts/Beasts-of-the-Southern-Wild.html,raw_Script/Beasts of the Southern Wild.txt
294,"Day the Earth Stood Still, The",,Feb-51,"http://www.imsdb.com//scripts/Day-the-Earth-Stood-Still,-The.html",unclean
115,Bad Dreams,Apr-88,,http://www.imsdb.com//scripts/Bad-Dreams.html,raw_Script/Bad Dreams.txt
369,Fantastic Mr Fox,9-Nov,7-Mar,http://www.imsdb.com//scripts/Fantastic-Mr-Fox.html,raw_Script/Fantastic Mr Fox.txt
751,Ocean's Eleven,1-Dec,1-May,http://www.imsdb.com//scripts/Ocean's-Eleven.html,raw_Script/Ocean's Eleven.txt
605,Legion,10-Jan,7-Oct,http://www.imsdb.com//scripts/Legion.html,raw_Script/Legion.txt
524,In the Bedroom,2-Jan,,http://www.imsdb.com//scripts/In-the-Bedroom.html,raw_Script/In the Bedroom.txt
355,Even Cowgirls Get the Blues,May-94,,http://www.imsdb.com//scripts/Even-Cowgirls-Get-the-Blues.html,raw_Script/Even Cowgirls Get the Blues.txt
218,Catwoman,4-Jul,3-Feb,http://www.imsdb.com//scripts/Catwoman.html,unclean
44,Alien vs. Predator,,,http://www.imsdb.com//scripts/Alien-vs.-Predator.html,raw_Script/Alien vs. Predator.txt
322,"Doors, The",Mar-91,,"http://www.imsdb.com//scripts/Doors,-The.html","raw_Script/Doors, The.txt"
84,April Fool's Day,Mar-86,,http://www.imsdb.com//scripts/April-Fool's-Day.html,raw_Script/April Fool's Day.txt
229,Chasing Amy,,,http://www.imsdb.com//scripts/Chasing-Amy.html,unclean
299,"Debt, The",11-Aug,,"http://www.imsdb.com//scripts/Debt,-The.html","raw_Script/Debt, The.txt"
464,"Happy Birthday, Wanda June",,,"http://www.imsdb.com//scripts/Happy-Birthday,-Wanda-June.html",unclean
587,L.A. Confidential,,Nov-95,http://www.imsdb.com//scripts/L.A.-Confidential.html,unclean
394,Freaked,Oct-93,Jan-92,http://www.imsdb.com//scripts/Freaked.html,raw_Script/Freaked.txt
920,Snow White and the Huntsman,12-Jun,11-Nov,http://www.imsdb.com//scripts/Snow-White-and-the-Huntsman.html,raw_Script/Snow White and the Huntsman.txt
1057,"Walk to Remember, A",,Jul-00,"http://www.imsdb.com//scripts/Walk-to-Remember,-A.html","raw_Script/Walk to Remember, A.txt"
275,"Crow, The",,Sep-92,"http://www.imsdb.com//scripts/Crow,-The.html",unclean
651,Man On Fire,4-Apr,3-Feb,http://www.imsdb.com//scripts/Man-On-Fire.html,raw_Script/Man On Fire.txt
892,She's Out of My League,10-Mar,,http://www.imsdb.com//scripts/She's-Out-of-My-League.html,raw_Script/She's Out of My League.txt
929,Spare Me,,Aug-91,http://www.imsdb.com//scripts/Spare-Me.html,unclean
536,Insidious,11-Apr,,http://www.imsdb.com//scripts/Insidious.html,raw_Script/Insidious.txt
1106,You've Got Mail,,Feb-98,http://www.imsdb.com//scripts/You've-Got-Mail.html,unclean
90,Armageddon,,1998,http://www.imsdb.com//scripts/Armageddon.html,raw_Script/Armageddon.txt
992,"Thing, The",,Mar-81,"http://www.imsdb.com//scripts/Thing,-The.html","raw_Script/Thing, The.txt"
658,Margaret,11-Sep,5-Nov,http://www.imsdb.com//scripts/Margaret.html,raw_Script/Margaret.txt
520,"I, Robot",4-Jul,,"http://www.imsdb.com//scripts/I,-Robot.html","raw_Script/I, Robot.txt"
147,Big,,1988,http://www.imsdb.com//scripts/Big.html,raw_Script/Big.txt
637,Lost Horizon,Sep-37,Mar-36,http://www.imsdb.com//scripts/Lost-Horizon.html,raw_Script/Lost Horizon.txt
1049,Vanilla Sky,1-Dec,,http://www.imsdb.com//scripts/Vanilla-Sky.html,raw_Script/Vanilla Sky.txt
714,Mumford,Sep-99,,http://www.imsdb.com//scripts/Mumford.html,raw_Script/Mumford.txt
660,Margot at the Wedding,7-Nov,,http://www.imsdb.com//scripts/Margot-at-the-Wedding.html,raw_Script/Margot at the Wedding.txt
30,"Adjustment Bureau, The",11-Mar,,"http://www.imsdb.com//scripts/Adjustment-Bureau,-The.html","raw_Script/Adjustment Bureau, The.txt"
42,Alien 3,,Jan-91,http://www.imsdb.com//scripts/Alien-3.html,raw_Script/Alien 3.txt
707,Mr Brooks,7-Jun,,http://www.imsdb.com//scripts/Mr-Brooks.html,raw_Script/Mr Brooks.txt
523,"Imaginarium of Doctor Parnassus, The",9-Sep,7-May,"http://www.imsdb.com//scripts/Imaginarium-of-Doctor-Parnassus,-The.html","raw_Script/Imaginarium of Doctor Parnassus, The.txt"
975,"Synecdoche, New York",9-Mar,7-Jul,"http://www.imsdb.com//scripts/Synecdoche,-New-York.html","raw_Script/Synecdoche, New York.txt"
453,Grosse Point Blank,,May-94,http://www.imsdb.com//scripts/Grosse-Point-Blank.html,unclean
358,Evil Dead II: Dead by Dawn,,May-86,http://www.imsdb.com//scripts/Evil-Dead-II-Dead-by-Dawn.html,unclean
704,Moonrise Kingdom,12-Jun,11-May,http://www.imsdb.com//scripts/Moonrise-Kingdom.html,raw_Script/Moonrise Kingdom.txt
217,Catch Me If You Can,2-Dec,,http://www.imsdb.com//scripts/Catch-Me-If-You-Can.html,raw_Script/Catch Me If You Can.txt
547,It Happened One Night,Feb-34,,http://www.imsdb.com//scripts/It-Happened-One-Night.html,raw_Script/It Happened One Night.txt
1004,Timber Falls,7-Dec,6-Sep,http://www.imsdb.com//scripts/Timber-Falls.html,raw_Script/Timber Falls.txt
1059,Wall Street,,Mar-87,http://www.imsdb.com//scripts/Wall-Street.html,unclean
977,Taking Lives,4-Mar,3-Feb,http://www.imsdb.com//scripts/Taking-Lives.html,raw_Script/Taking Lives.txt
898,Shrek,1-May,,http://www.imsdb.com//scripts/Shrek.html,raw_Script/Shrek.txt
722,Napoleon Dynamite,4-Jun,,http://www.imsdb.com//scripts/Napoleon-Dynamite.html,unclean
247,Code of Silence,May-85,,http://www.imsdb.com//scripts/Code-of-Silence.html,raw_Script/Code of Silence.txt
309,Devil in a Blue Dress,Sep-95,Mar-94,http://www.imsdb.com//scripts/Devil-in-a-Blue-Dress.html,raw_Script/Devil in a Blue Dress.txt
170,"Bodies, Rest & Motion",,1993,"http://www.imsdb.com//scripts/Bodies,-Rest-&-Motion.html","raw_Script/Bodies, Rest & Motion.txt"
815,Purple Rain,Jul-84,,http://www.imsdb.com//scripts/Purple-Rain.html,raw_Script/Purple Rain.txt
694,Mirrors,8-Aug,7-Jan,http://www.imsdb.com//scripts/Mirrors.html,raw_Script/Mirrors.txt
301,Deep Cover,Apr-92,,http://www.imsdb.com//scripts/Deep-Cover.html,raw_Script/Deep Cover.txt
262,Coriolanus,12-Jan,,http://www.imsdb.com//scripts/Coriolanus.html,raw_Script/Coriolanus.txt
574,Kids,Jul-95,,http://www.imsdb.com//scripts/Kids.html,raw_Script/Kids.txt
647,Major League,,1989,http://www.imsdb.com//scripts/Major-League.html,raw_Script/Major League.txt
887,Shakespeare in Love,,,http://www.imsdb.com//scripts/Shakespeare-in-Love.html,raw_Script/Shakespeare in Love.txt
686,Midnight in Paris,11-Jun,,http://www.imsdb.com//scripts/Midnight-in-Paris.html,raw_Script/Midnight in Paris.txt
375,Ferris Bueller's Day Off,,Jul-85,http://www.imsdb.com//scripts/Ferris-Bueller's-Day-Off.html,unclean
186,"Bourne Ultimatum, The",7-Aug,7-Jun,"http://www.imsdb.com//scripts/Bourne-Ultimatum,-The.html","raw_Script/Bourne Ultimatum, The.txt"
24,Above the Law,,Apr-87,http://www.imsdb.com//scripts/Above-the-Law.html,raw_Script/Above the Law.txt
665,Mary Poppins,,1964,http://www.imsdb.com//scripts/Mary-Poppins.html,unclean
674,"Mechanic, The",11-Jan,9-Jul,"http://www.imsdb.com//scripts/Mechanic,-The.html","raw_Script/Mechanic, The.txt"
124,Basic Instinct,,,http://www.imsdb.com//scripts/Basic-Instinct.html,unclean
870,Schindler's List,,,http://www.imsdb.com//scripts/Schindler's-List.html,unclean
212,Cars 2,11-Jun,,http://www.imsdb.com//scripts/Cars-2.html,raw_Script/Cars 2.txt
1098,"Wrestler, The",9-Jan,7-Oct,"http://www.imsdb.com//scripts/Wrestler,-The.html","raw_Script/Wrestler, The.txt"
621,Little Athens,6-Nov,4-Mar,http://www.imsdb.com//scripts/Little-Athens.html,raw_Script/Little Athens.txt
365,Face Off,Jun-97,Sep-96,http://www.imsdb.com//scripts/Face-Off.html,raw_Script/Face Off.txt
1028,True Grit,10-Dec,9-Jun,http://www.imsdb.com//scripts/True-Grit.html,raw_Script/True Grit.txt
155,Black Rain,,Nov-87,http://www.imsdb.com//scripts/Black-Rain.html,unclean
105,Awakenings,,Oct-89,http://www.imsdb.com//scripts/Awakenings.html,raw_Script/Awakenings.txt
800,Pretty Woman,,Sep-90,http://www.imsdb.com//scripts/Pretty-Woman.html,raw_Script/Pretty Woman.txt
353,Escape From New York,,1981,http://www.imsdb.com//scripts/Escape-From-New-York.html,raw_Script/Escape From New York.txt
314,"Distinguished Gentleman, The",,Dec-00,"http://www.imsdb.com//scripts/Distinguished-Gentleman,-The.html","raw_Script/Distinguished Gentleman, The.txt"
840,Ringu,,1998,http://www.imsdb.com//scripts/Ringu.html,unclean
584,Kramer vs Kramer,,1979,http://www.imsdb.com//scripts/Kramer-vs-Kramer.html,raw_Script/Kramer vs Kramer.txt
152,"Birds, The",,Mar-62,"http://www.imsdb.com//scripts/Birds,-The.html",unclean
14,44 Inch Chest,10-Jan,,http://www.imsdb.com//scripts/44-Inch-Chest.html,raw_Script/44 Inch Chest.txt
267,Crash,,1996,http://www.imsdb.com//scripts/Crash.html,raw_Script/Crash.txt
908,Six Degrees of Separation,Dec-93,Apr-92,http://www.imsdb.com//scripts/Six-Degrees-of-Separation.html,raw_Script/Six Degrees of Separation.txt
827,Rebel Without A Cause,,,http://www.imsdb.com//scripts/Rebel-Without-A-Cause.html,unclean
477,Heat,,Mar-94,http://www.imsdb.com//scripts/Heat.html,raw_Script/Heat.txt
70,Analyze That,,2-Jun,http://www.imsdb.com//scripts/Analyze-That.html,raw_Script/Analyze That.txt
336,Easy A,10-Sep,8-Aug,http://www.imsdb.com//scripts/Easy-A.html,raw_Script/Easy A.txt
1009,Titanic,,1997,http://www.imsdb.com//scripts/Titanic.html,raw_Script/Titanic.txt
327,Drive Angry,11-Feb,9-Mar,http://www.imsdb.com//scripts/Drive-Angry.html,raw_Script/Drive Angry.txt
387,"Flintstones, The",,Sep-87,"http://www.imsdb.com//scripts/Flintstones,-The.html","raw_Script/Flintstones, The.txt"
199,"Brothers Bloom, The",8-Sep,,"http://www.imsdb.com//scripts/Brothers-Bloom,-The.html","raw_Script/Brothers Bloom, The.txt"
310,Devil's Advocate,Oct-97,Jan-97,http://www.imsdb.com//scripts/Devil's-Advocate.html,raw_Script/Devil's Advocate.txt
792,Platoon,,,http://www.imsdb.com//scripts/Platoon.html,unclean
415,Gang Related,Oct-97,,http://www.imsdb.com//scripts/Gang-Related.html,raw_Script/Gang Related.txt
