Script_id,Script_Title,Movie_Release_Date,Script_Date,Raw_Script_URL,Raw_Script_Loc
506,Hostage,5-Mar,2-Mar,http://www.imsdb.com//scripts/Hostage.html,raw_Script/Hostage.txt
380,Final Destination,,Jan-99,http://www.imsdb.com//scripts/Final-Destination.html,unclean
159,Blade II,,,http://www.imsdb.com//scripts/Blade-II.html,raw_Script/Blade II.txt
48,All About Steve,9-Sep,6-Nov,http://www.imsdb.com//scripts/All-About-Steve.html,raw_Script/All About Steve.txt
392,Frances,Dec-82,,http://www.imsdb.com//scripts/Frances.html,raw_Script/Frances.txt
864,"Sandlot Kids, The",Apr-93,Jun-92,"http://www.imsdb.com//scripts/Sandlot-Kids,-The.html","raw_Script/Sandlot Kids, The.txt"
853,"Roommate, The",11-Feb,9-Apr,"http://www.imsdb.com//scripts/Roommate,-The.html","raw_Script/Roommate, The.txt"
1062,War Horse,11-Dec,,http://www.imsdb.com//scripts/War-Horse.html,raw_Script/War Horse.txt
295,Days of Heaven,,Jun-76,http://www.imsdb.com//scripts/Days-of-Heaven.html,raw_Script/Days of Heaven.txt
739,Nine,9-Dec,9-Nov,http://www.imsdb.com//scripts/Nine.html,raw_Script/Nine.txt
828,Red Planet,,,http://www.imsdb.com//scripts/Red-Planet.html,unclean
239,Citizen Kane,,,http://www.imsdb.com//scripts/Citizen-Kane.html,unclean
408,Funny People,9-Jul,8-Apr,http://www.imsdb.com//scripts/Funny-People.html,raw_Script/Funny People.txt
833,"Replacements, The",,Feb-99,"http://www.imsdb.com//scripts/Replacements,-The.html","raw_Script/Replacements, The.txt"
635,"Losers, The",10-Apr,7-Feb,"http://www.imsdb.com//scripts/Losers,-The.html","raw_Script/Losers, The.txt"
791,Platinum Blonde,31-Oct,,http://www.imsdb.com//scripts/Platinum-Blonde.html,raw_Script/Platinum Blonde.txt
845,Robin Hood: Prince of Thieves,,Jul-90,http://www.imsdb.com//scripts/Robin-Hood-Prince-of-Thieves.html,raw_Script/Robin Hood: Prince of Thieves.txt
924,Someone To Watch Over Me,,Dec-86,http://www.imsdb.com//scripts/Someone-To-Watch-Over-Me.html,raw_Script/Someone To Watch Over Me.txt
303,"Deer Hunter, The",,,"http://www.imsdb.com//scripts/Deer-Hunter,-The.html",unclean
810,"Proposal, The",9-Jun,6-Jun,"http://www.imsdb.com//scripts/Proposal,-The.html","raw_Script/Proposal, The.txt"
3,12 and Holding,6-May,4-Apr,http://www.imsdb.com//scripts/12-and-Holding.html,raw_Script/12 and Holding.txt
519,I'll Do Anything,Feb-94,,http://www.imsdb.com//scripts/I'll-Do-Anything.html,raw_Script/I'll Do Anything.txt
890,Shampoo,,,http://www.imsdb.com//scripts/Shampoo.html,unclean
1058,Walking Tall,4-Apr,,http://www.imsdb.com//scripts/Walking-Tall.html,raw_Script/Walking Tall.txt
68,Amour,12-Dec,,http://www.imsdb.com//scripts/Amour.html,raw_Script/Amour.txt
1078,"White Ribbon, The",9-Dec,,"http://www.imsdb.com//scripts/White-Ribbon,-The.html","raw_Script/White Ribbon, The.txt"
993,"Things My Father Never Taught Me, The",12-Apr,,"http://www.imsdb.com//scripts/Things-My-Father-Never-Taught-Me,-The.html","raw_Script/Things My Father Never Taught Me, The.txt"
551,"Jacket, The",5-Mar,3-Apr,"http://www.imsdb.com//scripts/Jacket,-The.html","raw_Script/Jacket, The.txt"
668,"Master, The",12-Sep,,"http://www.imsdb.com//scripts/Master,-The.html","raw_Script/Master, The.txt"
184,"Bourne Identity, The",2-Jun,Sep-00,"http://www.imsdb.com//scripts/Bourne-Identity,-The.html","raw_Script/Bourne Identity, The.txt"
405,Frozen River,8-Aug,,http://www.imsdb.com//scripts/Frozen-River.html,raw_Script/Frozen River.txt
134,Battle: Los Angeles,11-Mar,9-May,http://www.imsdb.com//scripts/Battle-Los-Angeles.html,raw_Script/Battle: Los Angeles.txt
412,"Game, The",,Feb-96,"http://www.imsdb.com//scripts/Game,-The.html",unclean
696,Mission Impossible,,Aug-95,http://www.imsdb.com//scripts/Mission-Impossible.html,unclean
891,"Shawshank Redemption, The",,,"http://www.imsdb.com//scripts/Shawshank-Redemption,-The.html",unclean
645,Magnolia,,Nov-98,http://www.imsdb.com//scripts/Magnolia.html,unclean
230,Chasing Sleep,1-Sep,,http://www.imsdb.com//scripts/Chasing-Sleep.html,raw_Script/Chasing Sleep.txt
279,Cube,,1997,http://www.imsdb.com//scripts/Cube.html,unclean
174,Bones,,,http://www.imsdb.com//scripts/Bones.html,unclean
116,Bad Lieutenant,Nov-92,Nov-90,http://www.imsdb.com//scripts/Bad-Lieutenant.html,raw_Script/Bad Lieutenant.txt
441,Good Will Hunting,,,http://www.imsdb.com//scripts/Good-Will-Hunting.html,unclean
638,Lost in Space,,1998,http://www.imsdb.com//scripts/Lost-in-Space.html,raw_Script/Lost in Space.txt
785,"Piano, The",,1991,"http://www.imsdb.com//scripts/Piano,-The.html",unclean
576,Kill Bill Volume 1 & 2,,,http://www.imsdb.com//scripts/Kill-Bill-Volume-1-&-2.html,raw_Script/Kill Bill Volume 1 & 2.txt
799,Predator,,Jan-87,http://www.imsdb.com//scripts/Predator.html,unclean
775,Perfect Creature,7-Jul,4-May,http://www.imsdb.com//scripts/Perfect-Creature.html,raw_Script/Perfect Creature.txt
395,Freddy vs. Jason,,,http://www.imsdb.com//scripts/Freddy-vs.-Jason.html,unclean
731,"Next Three Days, The",10-Nov,9-Aug,"http://www.imsdb.com//scripts/Next-Three-Days,-The.html","raw_Script/Next Three Days, The.txt"
499,Hitchcock,12-Dec,,http://www.imsdb.com//scripts/Hitchcock.html,raw_Script/Hitchcock.txt
818,"Queen, The",6-Sep,,"http://www.imsdb.com//scripts/Queen,-The.html","raw_Script/Queen, The.txt"
166,Blow,1-Apr,,http://www.imsdb.com//scripts/Blow.html,unclean
120,Bamboozled,,,http://www.imsdb.com//scripts/Bamboozled.html,raw_Script/Bamboozled.txt
945,Star Wars: Revenge of the Sith,5-May,,http://www.imsdb.com//scripts/Star-Wars-Revenge-of-the-Sith.html,unclean
533,Inglourious Basterds,9-Aug,8-Jul,http://www.imsdb.com//scripts/Inglourious-Basterds.html,raw_Script/Inglourious Basterds.txt
85,Apt Pupil,,Apr-96,http://www.imsdb.com//scripts/Apt-Pupil.html,unclean
460,"Hangover, The",9-Jun,7-Sep,"http://www.imsdb.com//scripts/Hangover,-The.html","raw_Script/Hangover, The.txt"
81,"Apartment, The",,,"http://www.imsdb.com//scripts/Apartment,-The.html",unclean
569,Jurassic Park III,,,http://www.imsdb.com//scripts/Jurassic-Park-III.html,unclean
193,Brick,6-Apr,,http://www.imsdb.com//scripts/Brick.html,raw_Script/Brick.txt
65,American Splendor,3-Sep,,http://www.imsdb.com//scripts/American-Splendor.html,raw_Script/American Splendor.txt
849,Rocky,,Jan-76,http://www.imsdb.com//scripts/Rocky.html,unclean
912,Sling Blade,,,http://www.imsdb.com//scripts/Sling-Blade.html,unclean
497,"Hills Have Eyes, The",6-Mar,5-Feb,"http://www.imsdb.com//scripts/Hills-Have-Eyes,-The.html","raw_Script/Hills Have Eyes, The.txt"
66,American Werewolf in London,,,http://www.imsdb.com//scripts/American-Werewolf-in-London.html,unclean
1042,Unknown,11-Feb,9-Oct,http://www.imsdb.com//scripts/Unknown.html,raw_Script/Unknown.txt
148,"Big Blue, The",,,"http://www.imsdb.com//scripts/Big-Blue,-The.html",unclean
735,"Nightmare Before Christmas, The",,Aug-91,"http://www.imsdb.com//scripts/Nightmare-Before-Christmas,-The.html","raw_Script/Nightmare Before Christmas, The.txt"
563,JFK,,1991,http://www.imsdb.com//scripts/JFK.html,raw_Script/JFK.txt
10,2001: A Space Odyssey,,Feb-89,http://www.imsdb.com//scripts/2001-A-Space-Odyssey.html,raw_Script/2001: A Space Odyssey.txt
902,Signs,,,http://www.imsdb.com//scripts/Signs.html,unclean
438,Godzilla,,1996,http://www.imsdb.com//scripts/Godzilla.html,unclean
1020,Trainspotting,,1996,http://www.imsdb.com//scripts/Trainspotting.html,raw_Script/Trainspotting.txt
367,"Family Man, The",,,"http://www.imsdb.com//scripts/Family-Man,-The.html",unclean
821,Raising Arizona,,,http://www.imsdb.com//scripts/Raising-Arizona.html,unclean
525,In the Loop,9-Jul,,http://www.imsdb.com//scripts/In-the-Loop.html,raw_Script/In the Loop.txt
716,Music of the Heart,Oct-99,Jan-99,http://www.imsdb.com//scripts/Music-of-the-Heart.html,raw_Script/Music of the Heart.txt
235,"Cider House Rules, The",Dec-99,,"http://www.imsdb.com//scripts/Cider-House-Rules,-The.html","raw_Script/Cider House Rules, The.txt"
104,"Avventura, L' (The Adventure)",,,"http://www.imsdb.com//scripts/Avventura,-L'-(The-Adventure).html","raw_Script/Avventura, L' (The Adventure).txt"
889,Shame,11-Dec,,http://www.imsdb.com//scripts/Shame.html,raw_Script/Shame.txt
437,Gods and Monsters,,May-97,http://www.imsdb.com//scripts/Gods-and-Monsters.html,unclean
118,Bad Teacher,11-Jun,8-Jun,http://www.imsdb.com//scripts/Bad-Teacher.html,raw_Script/Bad Teacher.txt
385,Fletch,,May-86,http://www.imsdb.com//scripts/Fletch.html,raw_Script/Fletch.txt
834,Repo Man,Mar-84,,http://www.imsdb.com//scripts/Repo-Man.html,raw_Script/Repo Man.txt
396,"French Connection, The",,Apr-71,"http://www.imsdb.com//scripts/French-Connection,-The.html",unclean
1060,Wall-E,8-Jun,,http://www.imsdb.com//scripts/Wall-E.html,raw_Script/Wall-E.txt
548,It's a Wonderful Life,,,http://www.imsdb.com//scripts/It's-a-Wonderful-Life.html,unclean
461,Hanna,11-Apr,,http://www.imsdb.com//scripts/Hanna.html,raw_Script/Hanna.txt
634,Lord of War,5-Sep,,http://www.imsdb.com//scripts/Lord-of-War.html,raw_Script/Lord of War.txt
837,Resident Evil,,2000,http://www.imsdb.com//scripts/Resident-Evil.html,unclean
795,Pokemon: Mewtwo Returns,,2000,http://www.imsdb.com//scripts/Pokemon-Mewtwo-Returns.html,raw_Script/Pokemon: Mewtwo Returns.txt
654,"Man Who Knew Too Much, The",,May-55,"http://www.imsdb.com//scripts/Man-Who-Knew-Too-Much,-The.html","raw_Script/Man Who Knew Too Much, The.txt"
339,Edward Scissorhands,,Sep-90,http://www.imsdb.com//scripts/Edward-Scissorhands.html,raw_Script/Edward Scissorhands.txt
250,Collateral Damage,,Apr-00,http://www.imsdb.com//scripts/Collateral-Damage.html,raw_Script/Collateral Damage.txt
49,All the King's Men,Nov-49,,http://www.imsdb.com//scripts/All-the-King's-Men.html,raw_Script/All the King's Men.txt
976,Syriana,5-Dec,,http://www.imsdb.com//scripts/Syriana.html,raw_Script/Syriana.txt
545,"Island, The",5-Jul,4-Jan,"http://www.imsdb.com//scripts/Island,-The.html","raw_Script/Island, The.txt"
144,Beloved,Oct-98,Oct-96,http://www.imsdb.com//scripts/Beloved.html,raw_Script/Beloved.txt
256,Confidence,,Mar-00,http://www.imsdb.com//scripts/Confidence.html,raw_Script/Confidence.txt
273,Croupier,Apr-00,,http://www.imsdb.com//scripts/Croupier.html,raw_Script/Croupier.txt
877,Semi-Pro,8-Feb,6-Jun,http://www.imsdb.com//scripts/Semi-Pro.html,raw_Script/Semi-Pro.txt
288,Darkman,Aug-90,Feb-89,http://www.imsdb.com//scripts/Darkman.html,raw_Script/Darkman.txt
518,I Still Know What You Did Last Summer,Nov-98,,http://www.imsdb.com//scripts/I-Still-Know-What-You-Did-Last-Summer.html,raw_Script/I Still Know What You Did Last Summer.txt
389,Four Feathers,,,http://www.imsdb.com//scripts/Four-Feathers.html,unclean
994,Thirteen Days,,,http://www.imsdb.com//scripts/Thirteen-Days.html,unclean
59,American Madness,Aug-32,,http://www.imsdb.com//scripts/American-Madness.html,raw_Script/American Madness.txt
143,"Believer, The",2-May,,"http://www.imsdb.com//scripts/Believer,-The.html","raw_Script/Believer, The.txt"
803,"Princess Bride, The",,1987,"http://www.imsdb.com//scripts/Princess-Bride,-The.html",unclean
487,Hellraiser 3: Hell on Earth,Sep-92,Jul-91,http://www.imsdb.com//scripts/Hellraiser-3-Hell-on-Earth.html,raw_Script/Hellraiser 3: Hell on Earth.txt
79,Antitrust,1-Jan,,http://www.imsdb.com//scripts/Antitrust.html,raw_Script/Antitrust.txt
527,Independence Day,,,http://www.imsdb.com//scripts/Independence-Day.html,unclean
1074,While She Was Out,8-Dec,6-Dec,http://www.imsdb.com//scripts/While-She-Was-Out.html,raw_Script/While She Was Out.txt
232,Chinatown,Jun-74,,http://www.imsdb.com//scripts/Chinatown.html,raw_Script/Chinatown.txt
760,Orphan,9-Jul,7-Feb,http://www.imsdb.com//scripts/Orphan.html,raw_Script/Orphan.txt
565,John Q,,,http://www.imsdb.com//scripts/John-Q.html,unclean
57,American Graffiti,Aug-73,,http://www.imsdb.com//scripts/American-Graffiti.html,raw_Script/American Graffiti.txt
1035,Twins,,Mar-98,http://www.imsdb.com//scripts/Twins.html,raw_Script/Twins.txt
348,Entrapment,,Dec-96,http://www.imsdb.com//scripts/Entrapment.html,unclean
1008,Tinker Tailor Soldier Spy,11-Dec,,http://www.imsdb.com//scripts/Tinker-Tailor-Soldier-Spy.html,raw_Script/Tinker Tailor Soldier Spy.txt
759,Orgy of the Dead,,,http://www.imsdb.com//scripts/Orgy-of-the-Dead.html,unclean
779,Pet Sematary II,,Jan-91,http://www.imsdb.com//scripts/Pet-Sematary-II.html,unclean
710,Mrs. Brown,,,http://www.imsdb.com//scripts/Mrs.-Brown.html,unclean
538,Interview with the Vampire,,,http://www.imsdb.com//scripts/Interview-with-the-Vampire.html,unclean
156,Black Snake Moan,7-Mar,,http://www.imsdb.com//scripts/Black-Snake-Moan.html,raw_Script/Black Snake Moan.txt
311,Die Hard,,,http://www.imsdb.com//scripts/Die-Hard.html,raw_Script/Die Hard.txt
1081,Who Framed Roger Rabbit?,,Sep-86,http://www.imsdb.com//scripts/Who-Framed-Roger-Rabbit%3f.html,unclean
1071,What Lies Beneath,,Jun-99,http://www.imsdb.com//scripts/What-Lies-Beneath.html,raw_Script/What Lies Beneath.txt
543,Invictus,9-Dec,7-May,http://www.imsdb.com//scripts/Invictus.html,raw_Script/Invictus.txt
950,State and Main,,Sep-99,http://www.imsdb.com//scripts/State-and-Main.html,unclean
69,An Education,9-Oct,,http://www.imsdb.com//scripts/An-Education.html,raw_Script/An Education.txt
882,"Seventh Seal, The",,,"http://www.imsdb.com//scripts/Seventh-Seal,-The.html","raw_Script/Seventh Seal, The.txt"
347,Enough,2-May,,http://www.imsdb.com//scripts/Enough.html,raw_Script/Enough.txt
276,"Crow: City of Angels, The",Aug-96,,"http://www.imsdb.com//scripts/Crow-City-of-Angels,-The.html","raw_Script/Crow: City of Angels, The.txt"
878,Sense and Sensibility,,1995,http://www.imsdb.com//scripts/Sense-and-Sensibility.html,raw_Script/Sense and Sensibility.txt
535,"Insider, The",,Nov-99,"http://www.imsdb.com//scripts/Insider,-The.html",unclean
983,Taxi Driver,,,http://www.imsdb.com//scripts/Taxi-Driver.html,unclean
448,"Grapes of Wrath, The",,,"http://www.imsdb.com//scripts/Grapes-of-Wrath,-The.html",unclean
343,"Elephant Man, The",Oct-80,,"http://www.imsdb.com//scripts/Elephant-Man,-The.html","raw_Script/Elephant Man, The.txt"
552,Jackie Brown,,Mar-97,http://www.imsdb.com//scripts/Jackie-Brown.html,unclean
157,Black Swan,10-Dec,10-Jan,http://www.imsdb.com//scripts/Black-Swan.html,raw_Script/Black Swan.txt
897,Shivers,Jul-76,,http://www.imsdb.com//scripts/Shivers.html,raw_Script/Shivers.txt
995,This Boy's Life,,Mar-92,http://www.imsdb.com//scripts/This-Boy's-Life.html,raw_Script/This Boy's Life.txt
854,Roughshod,May-49,,http://www.imsdb.com//scripts/Roughshod.html,raw_Script/Roughshod.txt
948,Starman,Dec-84,,http://www.imsdb.com//scripts/Starman.html,raw_Script/Starman.txt
733,Night Time (The Poltergeist Treatment),Jun-82,Mar-80,http://www.imsdb.com//scripts/Night-Time-(The-Poltergeist-Treatment).html,raw_Script/Night Time (The Poltergeist Treatment).txt
817,Queen of the Damned,,Aug-00,http://www.imsdb.com//scripts/Queen-of-the-Damned.html,raw_Script/Queen of the Damned.txt
340,Eight Legged Freaks,,Jul-00,http://www.imsdb.com//scripts/Eight-Legged-Freaks.html,raw_Script/Eight Legged Freaks.txt
253,Commando,Oct-85,Apr-85,http://www.imsdb.com//scripts/Commando.html,raw_Script/Commando.txt
670,"Matrix Reloaded, The",,Apr-99,"http://www.imsdb.com//scripts/Matrix-Reloaded,-The.html","raw_Script/Matrix Reloaded, The.txt"
492,Henry's Crime,11-Apr,,http://www.imsdb.com//scripts/Henry's-Crime.html,raw_Script/Henry's Crime.txt
980,"Talented Mr. Ripley, The",,Nov-99,"http://www.imsdb.com//scripts/Talented-Mr.-Ripley,-The.html",unclean
411,Game 6,5-Jun,4-May,http://www.imsdb.com//scripts/Game-6.html,raw_Script/Game 6.txt
1056,Wag the Dog,,Oct-96,http://www.imsdb.com//scripts/Wag-the-Dog.html,unclean
364,"Fabulous Baker Boys, The",,Apr-85,"http://www.imsdb.com//scripts/Fabulous-Baker-Boys,-The.html",unclean
1083,Wild At Heart,,,http://www.imsdb.com//scripts/Wild-At-Heart.html,unclean
150,"Big Lebowski, The",,,"http://www.imsdb.com//scripts/Big-Lebowski,-The.html",unclean
381,Final Destination 2,,,http://www.imsdb.com//scripts/Final-Destination-2.html,raw_Script/Final Destination 2.txt
903,Silence of the Lambs,,,http://www.imsdb.com//scripts/Silence-of-the-Lambs.html,unclean
83,Apollo 13,,1995,http://www.imsdb.com//scripts/Apollo-13.html,unclean
500,"Hitchhiker's Guide to the Galaxy, The",5-Apr,3-Aug,"http://www.imsdb.com//scripts/Hitchhiker's-Guide-to-the-Galaxy,-The.html","raw_Script/Hitchhiker's Guide to the Galaxy, The.txt"
820,Raging Bull,,,http://www.imsdb.com//scripts/Raging-Bull.html,unclean
100,Austin Powers - The Spy Who Shagged Me,,,http://www.imsdb.com//scripts/Austin-Powers---The-Spy-Who-Shagged-Me.html,unclean
171,Body Heat,,,http://www.imsdb.com//scripts/Body-Heat.html,raw_Script/Body Heat.txt
32,Affliction,Jan-99,1997,http://www.imsdb.com//scripts/Affliction.html,raw_Script/Affliction.txt
648,Malcolm X,,1991,http://www.imsdb.com//scripts/Malcolm-X.html,raw_Script/Malcolm X.txt
371,Fast Times at Ridgemont High,,,http://www.imsdb.com//scripts/Fast-Times-at-Ridgemont-High.html,unclean
772,Pearl Harbor,,,http://www.imsdb.com//scripts/Pearl-Harbor.html,unclean
1015,Total Recall,,Sep-90,http://www.imsdb.com//scripts/Total-Recall.html,raw_Script/Total Recall.txt
354,Eternal Sunshine of the Spotless Mind,4-Mar,3-Mar,http://www.imsdb.com//scripts/Eternal-Sunshine-of-the-Spotless-Mind.html,unclean
613,"Life of David Gale, The",3-Feb,Mar-98,"http://www.imsdb.com//scripts/Life-of-David-Gale,-The.html","raw_Script/Life of David Gale, The.txt"
677,Megamind,10-Nov,,http://www.imsdb.com//scripts/Megamind.html,raw_Script/Megamind.txt
38,Airplane 2: The Sequel,Dec-82,Feb-82,http://www.imsdb.com//scripts/Airplane-2-The-Sequel.html,raw_Script/Airplane 2: The Sequel.txt
1016,"Tourist, The",10-Dec,8-Jun,"http://www.imsdb.com//scripts/Tourist,-The.html","raw_Script/Tourist, The.txt"
204,Burlesque,10-Nov,9-Feb,http://www.imsdb.com//scripts/Burlesque.html,unclean
63,American Psycho,,,http://www.imsdb.com//scripts/American-Psycho.html,unclean
333,E.T.,,1982,http://www.imsdb.com//scripts/E.T..html,raw_Script/E.T..txt
483,Hellbound: Hellraiser II,,Mar-00,http://www.imsdb.com//scripts/Hellbound-Hellraiser-II.html,unclean
866,Saving Private Ryan,,,http://www.imsdb.com//scripts/Saving-Private-Ryan.html,unclean
1097,"World is not Enough, The",,1999,"http://www.imsdb.com//scripts/World-is-not-Enough,-The.html","raw_Script/World is not Enough, The.txt"
489,Hellraiser: Hellseeker,2-Oct,Oct-00,http://www.imsdb.com//scripts/Hellraiser-Hellseeker.html,raw_Script/Hellraiser: Hellseeker.txt
45,Alien: Resurrection,,,http://www.imsdb.com//scripts/Alien-Resurrection.html,raw_Script/Alien: Resurrection.txt
1079,White Squall,,Oct-94,http://www.imsdb.com//scripts/White-Squall.html,raw_Script/White Squall.txt
399,Friday the 13th Part VIII: Jason Takes Manhattan,,,http://www.imsdb.com//scripts/Friday-the-13th-Part-VIII-Jason-Takes-Manhattan.html,unclean
1085,Wild Hogs,7-Mar,5-Jul,http://www.imsdb.com//scripts/Wild-Hogs.html,raw_Script/Wild Hogs.txt
619,"Lincoln Lawyer, The",11-Mar,6-Jul,"http://www.imsdb.com//scripts/Lincoln-Lawyer,-The.html","raw_Script/Lincoln Lawyer, The.txt"
280,"Curious Case of Benjamin Button, The",8-Dec,7-Oct,"http://www.imsdb.com//scripts/Curious-Case-of-Benjamin-Button,-The.html","raw_Script/Curious Case of Benjamin Button, The.txt"
401,Fright Night (1985),Aug-85,Sep-84,http://www.imsdb.com//scripts/Fright-Night-(1985).html,raw_Script/Fright Night (1985).txt
703,Moon,9-Jun,7-Nov,http://www.imsdb.com//scripts/Moon.html,raw_Script/Moon.txt
871,Scott Pilgrim vs the World,10-Aug,10-May,http://www.imsdb.com//scripts/Scott-Pilgrim-vs-the-World.html,raw_Script/Scott Pilgrim vs the World.txt
423,"Ghost and the Darkness, The",,,"http://www.imsdb.com//scripts/Ghost-and-the-Darkness,-The.html",unclean
176,Bonnie and Clyde,,,http://www.imsdb.com//scripts/Bonnie-and-Clyde.html,raw_Script/Bonnie and Clyde.txt
623,Little Nicky,,,http://www.imsdb.com//scripts/Little-Nicky.html,unclean
455,"Grudge, The",4-Oct,4-Jan,"http://www.imsdb.com//scripts/Grudge,-The.html","raw_Script/Grudge, The.txt"
315,Disturbia,7-Apr,6-Mar,http://www.imsdb.com//scripts/Disturbia.html,raw_Script/Disturbia.txt
796,"Postman, The",,Nov-96,"http://www.imsdb.com//scripts/Postman,-The.html","raw_Script/Postman, The.txt"
781,Philadelphia,,Sep-92,http://www.imsdb.com//scripts/Philadelphia.html,unclean
561,Jennifer's Body,9-Sep,7-Sep,http://www.imsdb.com//scripts/Jennifer's-Body.html,raw_Script/Jennifer's Body.txt
683,Miami Vice,6-Jul,4-Sep,http://www.imsdb.com//scripts/Miami-Vice.html,raw_Script/Miami Vice.txt
907,Sister Act,May-92,Jul-91,http://www.imsdb.com//scripts/Sister-Act.html,raw_Script/Sister Act.txt
416,Gangs of New York,,2-Feb,http://www.imsdb.com//scripts/Gangs-of-New-York.html,raw_Script/Gangs of New York.txt
41,Alien,,Jun-78,http://www.imsdb.com//scripts/Alien.html,unclean
611,Life,Apr-99,,http://www.imsdb.com//scripts/Life.html,raw_Script/Life.txt
848,RocknRolla,8-Oct,7-Jun,http://www.imsdb.com//scripts/RocknRolla.html,raw_Script/RocknRolla.txt
868,Scarface,,,http://www.imsdb.com//scripts/Scarface.html,raw_Script/Scarface.txt
421,"Getaway, The",,Feb-72,"http://www.imsdb.com//scripts/Getaway,-The.html","raw_Script/Getaway, The.txt"
485,Hellboy 2: The Golden Army,8-Jul,,http://www.imsdb.com//scripts/Hellboy-2-The-Golden-Army.html,raw_Script/Hellboy 2: The Golden Army.txt
852,Ronin,,May-97,http://www.imsdb.com//scripts/Ronin.html,unclean
368,Fantastic Four,5-Jul,,http://www.imsdb.com//scripts/Fantastic-Four.html,raw_Script/Fantastic Four.txt
896,"Shipping News, The",2-Jan,Feb-99,"http://www.imsdb.com//scripts/Shipping-News,-The.html","raw_Script/Shipping News, The.txt"
807,Prom Night,Jul-80,,http://www.imsdb.com//scripts/Prom-Night.html,raw_Script/Prom Night.txt
643,Mad Max 2: The Road Warrior,May-82,Apr-81,http://www.imsdb.com//scripts/Mad-Max-2-The-Road-Warrior.html,raw_Script/Mad Max 2: The Road Warrior.txt
432,Glengarry Glen Gross,,,http://www.imsdb.com//scripts/Glengarry-Glen-Gross.html,unclean
904,Silver Bullet,,,http://www.imsdb.com//scripts/Silver-Bullet.html,unclean
578,King Kong,5-Dec,,http://www.imsdb.com//scripts/King-Kong.html,raw_Script/King Kong.txt
718,My Girl,Nov-91,,http://www.imsdb.com//scripts/My-Girl.html,raw_Script/My Girl.txt
194,Bridesmaids,11-May,9-Aug,http://www.imsdb.com//scripts/Bridesmaids.html,raw_Script/Bridesmaids.txt
261,Coraline,9-Feb,,http://www.imsdb.com//scripts/Coraline.html,raw_Script/Coraline.txt
142,Being There,,Jan-79,http://www.imsdb.com//scripts/Being-There.html,unclean
208,Cable Guy,,Oct-96,http://www.imsdb.com//scripts/Cable-Guy.html,raw_Script/Cable Guy.txt
74,Angels & Demons,9-May,8-Apr,http://www.imsdb.com//scripts/Angels-&-Demons.html,raw_Script/Angels & Demons.txt
973,Swingers,,Dec-94,http://www.imsdb.com//scripts/Swingers.html,unclean
251,Colombiana,11-Aug,9-Aug,http://www.imsdb.com//scripts/Colombiana.html,raw_Script/Colombiana.txt
141,Being John Malkovich,,,http://www.imsdb.com//scripts/Being-John-Malkovich.html,unclean
344,Elizabeth: The Golden Age,7-Oct,6-Jul,http://www.imsdb.com//scripts/Elizabeth-The-Golden-Age.html,raw_Script/Elizabeth: The Golden Age.txt
640,Love and Basketball,,,http://www.imsdb.com//scripts/Love-and-Basketball.html,unclean
241,Clash of the Titans,10-Apr,8-May,http://www.imsdb.com//scripts/Clash-of-the-Titans.html,raw_Script/Clash of the Titans.txt
189,Brazil,,,http://www.imsdb.com//scripts/Brazil.html,unclean
302,Deep Rising,,Jan-96,http://www.imsdb.com//scripts/Deep-Rising.html,unclean
40,Ali,1-Dec,,http://www.imsdb.com//scripts/Ali.html,raw_Script/Ali.txt
925,Something's Gotta Give,3-Dec,2-Jun,http://www.imsdb.com//scripts/Something's-Gotta-Give.html,raw_Script/Something's Gotta Give.txt
221,Celeste & Jesse Forever,12-Aug,11-May,http://www.imsdb.com//scripts/Celeste-&-Jesse-Forever.html,raw_Script/Celeste & Jesse Forever.txt
575,"Kids Are All Right, The",10-Jul,9-Aug,"http://www.imsdb.com//scripts/Kids-Are-All-Right,-The.html","raw_Script/Kids Are All Right, The.txt"
53,Amadeus,,,http://www.imsdb.com//scripts/Amadeus.html,unclean
847,"Rock, The",,Oct-95,"http://www.imsdb.com//scripts/Rock,-The.html","raw_Script/Rock, The.txt"
20,9,9-Sep,,http://www.imsdb.com//scripts/9.html,raw_Script/9.txt
693,"Miracle Worker, The",Jul-62,Jul-61,"http://www.imsdb.com//scripts/Miracle-Worker,-The.html","raw_Script/Miracle Worker, The.txt"
318,Dog Day Afternoon,,,http://www.imsdb.com//scripts/Dog-Day-Afternoon.html,unclean
970,Sweeney Todd: The Demon Barber of Fleet Street,7-Dec,6-Dec,http://www.imsdb.com//scripts/Sweeney-Todd-The-Demon-Barber-of-Fleet-Street.html,raw_Script/Sweeney Todd: The Demon Barber of Fleet Street.txt
1000,Three Men and a Baby,,Nov-86,http://www.imsdb.com//scripts/Three-Men-and-a-Baby.html,raw_Script/Three Men and a Baby.txt
114,Bad Day at Black Rock,Jan-55,,http://www.imsdb.com//scripts/Bad-Day-at-Black-Rock.html,raw_Script/Bad Day at Black Rock.txt
529,Indiana Jones and the Raiders of the Lost Ark,,1981,http://www.imsdb.com//scripts/Indiana-Jones-and-the-Raiders-of-the-Lost-Ark.html,raw_Script/Indiana Jones and the Raiders of the Lost Ark.txt
1088,Wild Wild West,,May-98,http://www.imsdb.com//scripts/Wild-Wild-West.html,raw_Script/Wild Wild West.txt
37,Airplane,Jul-80,Jun-79,http://www.imsdb.com//scripts/Airplane.html,raw_Script/Airplane.txt
