Script_Id,Script_Title,Movie_Release_Date,Script_Date,Raw_Script_URL,Raw_Script_Loc,rt_id,rt_title,rt_year,rt_critics_score,rt_audience_score
842,Rise of the Planet of the Apes,11-Aug,10-Jan,http://www.imsdb.com//scripts/Rise-of-the-Planet-of-the-Apes.html,raw_Script/Rise of the Planet of the Apes.txt,771041147.0,Rise of the Planet of the Apes,2011.0,82.0,77.0
843,RKO 281,Nov-99,May-97,http://www.imsdb.com//scripts/RKO-281.html,raw_Script/RKO 281.txt,746767079.0,RKO 281: The Battle Over Citizen Kane,1999.0,92.0,74.0
844,"Road, The",9-Nov,,"http://www.imsdb.com//scripts/Road,-The.html","raw_Script/Road, The.txt",770782192.0,The Road,2009.0,75.0,68.0
845,Robin Hood  Prince of Thieves,,Jul-90,http://www.imsdb.com//scripts/Robin-Hood-Prince-of-Thieves.html,raw_Script/Robin Hood  Prince of Thieves.txt,10372.0,Robin Hood: Prince of Thieves,1991.0,59.0,73.0
847,"Rock, The",,Oct-95,"http://www.imsdb.com//scripts/Rock,-The.html","raw_Script/Rock, The.txt",12970.0,The Rock,1996.0,67.0,86.0
848,RocknRolla,8-Oct,7-Jun,http://www.imsdb.com//scripts/RocknRolla.html,raw_Script/RocknRolla.txt,770681350.0,RocknRolla,2008.0,59.0,71.0
850,"Rocky Horror Picture Show, The",,1975,"http://www.imsdb.com//scripts/Rocky-Horror-Picture-Show,-The.html","raw_Script/Rocky Horror Picture Show, The.txt",14020.0,The Rocky Horror Picture Show,1975.0,78.0,86.0
851,Romeo & Juliet,Nov-96,Oct-95,http://www.imsdb.com//scripts/Romeo-&-Juliet.html,raw_Script/Romeo & Juliet.txt,12035.0,Romeo + Juliet,1996.0,72.0,78.0
853,"Roommate, The",11-Feb,9-Apr,"http://www.imsdb.com//scripts/Roommate,-The.html","raw_Script/Roommate, The.txt",770813870.0,The Roommate,2011.0,4.0,27.0
854,Roughshod,May-49,,http://www.imsdb.com//scripts/Roughshod.html,raw_Script/Roughshod.txt,770810947.0,Roughshod,1949.0,-1.0,33.0
855,"Ruins, The",8-Apr,,"http://www.imsdb.com//scripts/Ruins,-The.html","raw_Script/Ruins, The.txt",770680566.0,The Ruins,2008.0,48.0,30.0
856,Runaway Bride,,1999,http://www.imsdb.com//scripts/Runaway-Bride.html,raw_Script/Runaway Bride.txt,11674.0,Runaway Bride,1999.0,46.0,53.0
860,Rust and Bone,12-Dec,11-Aug,http://www.imsdb.com//scripts/Rust-and-Bone.html,raw_Script/Rust and Bone.txt,771303199.0,De rouille et d'os (Rust and Bone),2012.0,82.0,79.0
861,S. Darko,9-May,,http://www.imsdb.com//scripts/S.-Darko.html,raw_Script/S. Darko.txt,770782179.0,S. Darko: A Donnie Darko Tale,2009.0,0.0,18.0
864,"Sandlot Kids, The",Apr-93,Jun-92,"http://www.imsdb.com//scripts/Sandlot-Kids,-The.html","raw_Script/Sandlot Kids, The.txt",10193.0,The Sandlot,1993.0,63.0,90.0
865,Save the Last Dance,,Jun-99,http://www.imsdb.com//scripts/Save-the-Last-Dance.html,raw_Script/Save the Last Dance.txt,10398.0,Save the Last Dance,2001.0,53.0,59.0
867,Saw,4-Oct,,http://www.imsdb.com//scripts/Saw.html,raw_Script/Saw.txt,16980.0,Saw,2004.0,48.0,84.0
868,Scarface,,,http://www.imsdb.com//scripts/Scarface.html,raw_Script/Scarface.txt,12881.0,Scarface,1983.0,88.0,94.0
871,Scott Pilgrim vs the World,10-Aug,10-May,http://www.imsdb.com//scripts/Scott-Pilgrim-vs-the-World.html,raw_Script/Scott Pilgrim vs the World.txt,770782775.0,Scott Pilgrim vs. the World,2010.0,82.0,83.0
872,Scream,,Jul-95,http://www.imsdb.com//scripts/Scream.html,raw_Script/Scream.txt,17135.0,Scream,1996.0,80.0,78.0
873,Scream 2,,1997,http://www.imsdb.com//scripts/Scream-2.html,raw_Script/Scream 2.txt,16559.0,Scream 2,1997.0,81.0,55.0
874,Scream 3,,May-99,http://www.imsdb.com//scripts/Scream-3.html,raw_Script/Scream 3.txt,13688.0,Scream 3,2000.0,36.0,38.0
877,Semi-Pro,8-Feb,6-Jun,http://www.imsdb.com//scripts/Semi-Pro.html,raw_Script/Semi-Pro.txt,770674955.0,Semi-Pro,2008.0,21.0,38.0
878,Sense and Sensibility,,1995,http://www.imsdb.com//scripts/Sense-and-Sensibility.html,raw_Script/Sense and Sensibility.txt,10042.0,Sense and Sensibility,1995.0,98.0,90.0
879,Serenity,5-Sep,4-Apr,http://www.imsdb.com//scripts/Serenity.html,raw_Script/Serenity.txt,8266.0,Serenity,2005.0,82.0,92.0
881,"Sessions, The",12-Nov,,"http://www.imsdb.com//scripts/Sessions,-The.html","raw_Script/Sessions, The.txt",771255623.0,The Sessions,2012.0,94.0,81.0
882,"Seventh Seal, The",,,"http://www.imsdb.com//scripts/Seventh-Seal,-The.html","raw_Script/Seventh Seal, The.txt",341817599.0,The Seventh Seal (Det Sjunde inseglet),1957.0,94.0,94.0
883,Sex and the City,8-May,,http://www.imsdb.com//scripts/Sex-and-the-City.html,raw_Script/Sex and the City.txt,770680567.0,Sex and the City,2008.0,49.0,77.0
885,Sexual Life,5-Mar,,http://www.imsdb.com//scripts/Sexual-Life.html,raw_Script/Sexual Life.txt,175340718.0,Sexual Life,2004.0,-1.0,43.0
887,Shakespeare in Love,,,http://www.imsdb.com//scripts/Shakespeare-in-Love.html,raw_Script/Shakespeare in Love.txt,14753.0,Shakespeare in Love,1998.0,93.0,80.0
888,Shallow Grave,Feb-95,,http://www.imsdb.com//scripts/Shallow-Grave.html,raw_Script/Shallow Grave.txt,16178.0,Shallow Grave,1994.0,72.0,83.0
889,Shame,11-Dec,,http://www.imsdb.com//scripts/Shame.html,raw_Script/Shame.txt,771251632.0,Shame,2011.0,79.0,75.0
892,She's Out of My League,10-Mar,,http://www.imsdb.com//scripts/She's-Out-of-My-League.html,raw_Script/She's Out of My League.txt,770682073.0,She's Out of My League,2010.0,58.0,59.0
893,Sherlock Holmes,9-Dec,8-Sep,http://www.imsdb.com//scripts/Sherlock-Holmes.html,raw_Script/Sherlock Holmes.txt,770796118.0,Sherlock Holmes,2009.0,70.0,77.0
894,Shifty,9-Sep,,http://www.imsdb.com//scripts/Shifty.html,raw_Script/Shifty.txt,770804365.0,Shifty,2008.0,96.0,67.0
896,"Shipping News, The",2-Jan,Feb-99,"http://www.imsdb.com//scripts/Shipping-News,-The.html","raw_Script/Shipping News, The.txt",13675.0,The Shipping News,2001.0,55.0,63.0
897,Shivers,Jul-76,,http://www.imsdb.com//scripts/Shivers.html,raw_Script/Shivers.txt,770934827.0,Shivers,1999.0,-1.0,100.0
898,Shrek,1-May,,http://www.imsdb.com//scripts/Shrek.html,raw_Script/Shrek.txt,10166.0,Shrek,2001.0,88.0,90.0
899,Shrek the Third,7-May,,http://www.imsdb.com//scripts/Shrek-the-Third.html,raw_Script/Shrek the Third.txt,387253026.0,Shrek the Third,2007.0,40.0,53.0
900,Sideways,5-Jan,3-May,http://www.imsdb.com//scripts/Sideways.html,raw_Script/Sideways.txt,12851.0,Sideways,2004.0,96.0,78.0
901,"Siege, The",Nov-98,,"http://www.imsdb.com//scripts/Siege,-The.html","raw_Script/Siege, The.txt",16451.0,The Siege,1998.0,45.0,54.0
905,Silver Linings Playbook,12-Dec,,http://www.imsdb.com//scripts/Silver-Linings-Playbook.html,raw_Script/Silver Linings Playbook.txt,771253886.0,Silver Linings Playbook,2012.0,92.0,86.0
907,Sister Act,May-92,Jul-91,http://www.imsdb.com//scripts/Sister-Act.html,raw_Script/Sister Act.txt,10317.0,Sister Act,1992.0,71.0,64.0
908,Six Degrees of Separation,Dec-93,Apr-92,http://www.imsdb.com//scripts/Six-Degrees-of-Separation.html,raw_Script/Six Degrees of Separation.txt,13622.0,Six Degrees of Separation,1993.0,88.0,72.0
910,Sleepless in Seattle,,May-92,http://www.imsdb.com//scripts/Sleepless-in-Seattle.html,raw_Script/Sleepless in Seattle.txt,12631.0,Sleepless in Seattle,1993.0,71.0,75.0
913,Slither,6-Mar,4-Sep,http://www.imsdb.com//scripts/Slither.html,raw_Script/Slither.txt,133759650.0,Slither,2006.0,86.0,62.0
914,Slumdog Millionaire,9-Jan,7-Nov,http://www.imsdb.com//scripts/Slumdog-Millionaire.html,raw_Script/Slumdog Millionaire.txt,770770017.0,Slumdog Millionaire,2008.0,94.0,90.0
915,Smashed,12-Oct,11-Sep,http://www.imsdb.com//scripts/Smashed.html,raw_Script/Smashed.txt,771266233.0,Smashed,2012.0,84.0,67.0
916,Smokin' Aces,7-Jan,5-Apr,http://www.imsdb.com//scripts/Smokin'-Aces.html,raw_Script/Smokin' Aces.txt,387399996.0,Smokin' Aces,2007.0,29.0,62.0
917,Snatch,1-Jan,Aug-99,http://www.imsdb.com//scripts/Snatch.html,raw_Script/Snatch.txt,16867.0,Snatch,2001.0,73.0,94.0
920,Snow White and the Huntsman,12-Jun,11-Nov,http://www.imsdb.com//scripts/Snow-White-and-the-Huntsman.html,raw_Script/Snow White and the Huntsman.txt,771218292.0,Snow White and the Huntsman,2012.0,48.0,52.0
921,So I Married an Axe Murderer,,1993,http://www.imsdb.com//scripts/So-I-Married-an-Axe-Murderer.html,raw_Script/So I Married an Axe Murderer.txt,10601.0,So I Married an Axe Murderer,1993.0,52.0,69.0
923,Soldier,Oct-98,Oct-97,http://www.imsdb.com//scripts/Soldier.html,raw_Script/Soldier.txt,13402.0,Soldier,1998.0,10.0,43.0
924,Someone To Watch Over Me,,Dec-86,http://www.imsdb.com//scripts/Someone-To-Watch-Over-Me.html,raw_Script/Someone To Watch Over Me.txt,13915.0,Someone to Watch over Me,1987.0,76.0,43.0
925,Something's Gotta Give,3-Dec,2-Jun,http://www.imsdb.com//scripts/Something's-Gotta-Give.html,raw_Script/Something's Gotta Give.txt,10126.0,Something's Gotta Give,2003.0,71.0,70.0
926,Source Code,11-Apr,7-Jan,http://www.imsdb.com//scripts/Source-Code.html,raw_Script/Source Code.txt,771174105.0,Source Code,2011.0,92.0,81.0
928,Spanglish,4-Dec,,http://www.imsdb.com//scripts/Spanglish.html,raw_Script/Spanglish.txt,10163.0,Spanglish,2004.0,53.0,61.0
930,Spartan,,2-Feb,http://www.imsdb.com//scripts/Spartan.html,raw_Script/Spartan.txt,13523.0,Spartan,2004.0,64.0,63.0
932,Speed Racer,8-May,7-Jan,http://www.imsdb.com//scripts/Speed-Racer.html,raw_Script/Speed Racer.txt,770669719.0,Speed Racer,2008.0,39.0,60.0
935,St. Elmo's Fire,Jun-85,Sep-84,http://www.imsdb.com//scripts/St.-Elmo's-Fire.html,raw_Script/St. Elmo's Fire.txt,13025.0,St. Elmo's Fire,1985.0,47.0,70.0
936,Star Trek,9-May,7-Nov,http://www.imsdb.com//scripts/Star-Trek.html,raw_Script/Star Trek.txt,770673029.0,Star Trek,2009.0,95.0,91.0
942,Star Wars  A New Hope,May-77,Jan-76,http://www.imsdb.com//scripts/Star-Wars-A-New-Hope.html,raw_Script/Star Wars  A New Hope.txt,11292.0,Star Wars: Episode IV - A New Hope,1977.0,93.0,96.0
943,Star Wars  Attack of the Clones,,2-Feb,http://www.imsdb.com//scripts/Star-Wars-Attack-of-the-Clones.html,raw_Script/Star Wars  Attack of the Clones.txt,10009.0,Star Wars: Episode II - Attack of the Clones 3D,2002.0,67.0,60.0
944,Star Wars  Return of the Jedi,,Dec-81,http://www.imsdb.com//scripts/Star-Wars-Return-of-the-Jedi.html,raw_Script/Star Wars  Return of the Jedi.txt,11366.0,Star Wars: Episode VI - Return of the Jedi,1983.0,78.0,95.0
946,Star Wars  The Empire Strikes Back,May-80,,http://www.imsdb.com//scripts/Star-Wars-The-Empire-Strikes-Back.html,raw_Script/Star Wars  The Empire Strikes Back.txt,11470.0,Star Wars: Episode V - The Empire Strikes Back,1980.0,96.0,97.0
947,Star Wars  The Phantom Menace,,1999,http://www.imsdb.com//scripts/Star-Wars-The-Phantom-Menace.html,raw_Script/Star Wars  The Phantom Menace.txt,10008.0,Star Wars: Episode I - The Phantom Menace,1999.0,57.0,61.0
948,Starman,Dec-84,,http://www.imsdb.com//scripts/Starman.html,raw_Script/Starman.txt,10746.0,Starman,1984.0,79.0,68.0
949,Starship Troopers,,1997,http://www.imsdb.com//scripts/Starship-Troopers.html,raw_Script/Starship Troopers.txt,13719.0,Starship Troopers,1997.0,63.0,69.0
951,Station West,Oct-48,Jun-47,http://www.imsdb.com//scripts/Station-West.html,raw_Script/Station West.txt,770889089.0,Station West,1948.0,-1.0,44.0
954,Stir of Echoes,Sep-99,Mar-98,http://www.imsdb.com//scripts/Stir-of-Echoes.html,raw_Script/Stir of Echoes.txt,14386.0,Stir of Echoes,1999.0,67.0,70.0
956,Strange Days,Oct-95,Aug-93,http://www.imsdb.com//scripts/Strange-Days.html,raw_Script/Strange Days.txt,13697.0,Strange Days,1995.0,63.0,73.0
957,Strangers on a Train,,Oct-50,http://www.imsdb.com//scripts/Strangers-on-a-Train.html,raw_Script/Strangers on a Train.txt,10699.0,Strangers on a Train,1951.0,98.0,93.0
958,"Stuntman, The",Jun-80,,"http://www.imsdb.com//scripts/Stuntman,-The.html","raw_Script/Stuntman, The.txt",,,,,
959,Sugar,9-Apr,,http://www.imsdb.com//scripts/Sugar.html,raw_Script/Sugar.txt,770764963.0,Sugar,2008.0,93.0,80.0
962,Sunshine Cleaning,9-Mar,7-Mar,http://www.imsdb.com//scripts/Sunshine-Cleaning.html,raw_Script/Sunshine Cleaning.txt,770682576.0,Sunshine Cleaning,2008.0,72.0,62.0
963,Super 8,11-Jun,10-Dec,http://www.imsdb.com//scripts/Super-8.html,raw_Script/Super 8.txt,771041011.0,Super 8,2011.0,82.0,75.0
964,Superbad,7-Aug,6-Jul,http://www.imsdb.com//scripts/Superbad.html,raw_Script/Superbad.txt,742790759.0,Superbad,2007.0,88.0,87.0
966,Supergirl,,Jan-83,http://www.imsdb.com//scripts/Supergirl.html,raw_Script/Supergirl.txt,11892.0,Supergirl,1984.0,8.0,27.0
967,"Surfer King, The",6-Jan,4-Apr,"http://www.imsdb.com//scripts/Surfer-King,-The.html","raw_Script/Surfer King, The.txt",770676849.0,The Surfer King,2006.0,-1.0,24.0
968,Surrogates,9-Sep,7-Oct,http://www.imsdb.com//scripts/Surrogates.html,raw_Script/Surrogates.txt,770801542.0,Surrogates,2009.0,39.0,38.0
969,Suspect Zero,4-Aug,1-Nov,http://www.imsdb.com//scripts/Suspect-Zero.html,raw_Script/Suspect Zero.txt,14189.0,Suspect Zero,2004.0,18.0,39.0
970,Sweeney Todd  The Demon Barber of Fleet Street,7-Dec,6-Dec,http://www.imsdb.com//scripts/Sweeney-Todd-The-Demon-Barber-of-Fleet-Street.html,raw_Script/Sweeney Todd  The Demon Barber of Fleet Street.txt,770672301.0,Sweeney Todd: The Demon Barber of Fleet Street,2007.0,86.0,81.0
974,Swordfish,,1-Jan,http://www.imsdb.com//scripts/Swordfish.html,raw_Script/Swordfish.txt,13173.0,Swordfish,2001.0,26.0,61.0
975,"Synecdoche, New York",9-Mar,7-Jul,"http://www.imsdb.com//scripts/Synecdoche,-New-York.html","raw_Script/Synecdoche, New York.txt",770682711.0,"Synecdoche, New York",2008.0,69.0,70.0
976,Syriana,5-Dec,,http://www.imsdb.com//scripts/Syriana.html,raw_Script/Syriana.txt,9369.0,Syriana,2005.0,72.0,68.0
977,Taking Lives,4-Mar,3-Feb,http://www.imsdb.com//scripts/Taking-Lives.html,raw_Script/Taking Lives.txt,17141.0,Taking Lives,2004.0,22.0,57.0
978,"Taking of Pelham One Two Three, The",Oct-74,Apr-73,"http://www.imsdb.com//scripts/Taking-of-Pelham-One-Two-Three,-The.html","raw_Script/Taking of Pelham One Two Three, The.txt",770674198.0,The Taking of Pelham 1 2 3,2009.0,51.0,52.0
979,Taking Sides,3-Sep,,http://www.imsdb.com//scripts/Taking-Sides.html,raw_Script/Taking Sides.txt,20070.0,Taking Sides,2001.0,73.0,72.0
981,Tall in the Saddle,Sep-44,,http://www.imsdb.com//scripts/Tall-in-the-Saddle.html,raw_Script/Tall in the Saddle.txt,18797.0,Tall in the Saddle,1941.0,-1.0,70.0
982,Tamara Drewe,10-Oct,9-Oct,http://www.imsdb.com//scripts/Tamara-Drewe.html,raw_Script/Tamara Drewe.txt,771042123.0,Tamara Drewe,2010.0,66.0,43.0
984,Ted,12-Jun,,http://www.imsdb.com//scripts/Ted.html,raw_Script/Ted.txt,771236465.0,Ted,2012.0,68.0,74.0
985,Terminator,,Apr-83,http://www.imsdb.com//scripts/Terminator.html,raw_Script/Terminator.txt,16340.0,The Terminator,1984.0,100.0,88.0
986,Terminator 2  Judgement Day,,1991,http://www.imsdb.com//scripts/Terminator-2-Judgement-Day.html,raw_Script/Terminator 2  Judgement Day.txt,14016.0,Terminator 2: Judgment Day,1991.0,92.0,94.0
987,Terminator Salvation,9-May,5-Oct,http://www.imsdb.com//scripts/Terminator-Salvation.html,raw_Script/Terminator Salvation.txt,770676948.0,Terminator Salvation,2009.0,33.0,55.0
988,The Rage  Carrie 2,Mar-99,Feb-98,http://www.imsdb.com//scripts/The-Rage-Carrie-2.html,raw_Script/The Rage  Carrie 2.txt,14152.0,The Rage: Carrie 2,1999.0,21.0,34.0
992,"Thing, The",,Mar-81,"http://www.imsdb.com//scripts/Thing,-The.html","raw_Script/Thing, The.txt",13831.0,The Thing,1982.0,79.0,92.0
993,"Things My Father Never Taught Me, The",12-Apr,,"http://www.imsdb.com//scripts/Things-My-Father-Never-Taught-Me,-The.html","raw_Script/Things My Father Never Taught Me, The.txt",,,,,
995,This Boy's Life,,Mar-92,http://www.imsdb.com//scripts/This-Boy's-Life.html,raw_Script/This Boy's Life.txt,13933.0,This Boy's Life,1993.0,75.0,80.0
996,This is 40,12-Dec,,http://www.imsdb.com//scripts/This-is-40.html,raw_Script/This is 40.txt,771225336.0,This is 40,2012.0,51.0,51.0
997,Thor,11-May,,http://www.imsdb.com//scripts/Thor.html,raw_Script/Thor.txt,770783549.0,Thor,2011.0,77.0,76.0
1000,Three Men and a Baby,,Nov-86,http://www.imsdb.com//scripts/Three-Men-and-a-Baby.html,raw_Script/Three Men and a Baby.txt,10716.0,Three Men and a Baby (3 Men and a Baby),1987.0,75.0,47.0
1001,"Three Musketeers, The",,Jan-93,"http://www.imsdb.com//scripts/Three-Musketeers,-The.html","raw_Script/Three Musketeers, The.txt",10404.0,The Three Musketeers,1993.0,31.0,63.0
1002,Thunderheart,Apr-92,Oct-90,http://www.imsdb.com//scripts/Thunderheart.html,raw_Script/Thunderheart.txt,13235.0,Thunderheart,1992.0,87.0,75.0
1003,Ticker,1-Nov,Nov-97,http://www.imsdb.com//scripts/Ticker.html,raw_Script/Ticker.txt,14062.0,Ticker,2001.0,-1.0,16.0
1004,Timber Falls,7-Dec,6-Sep,http://www.imsdb.com//scripts/Timber-Falls.html,raw_Script/Timber Falls.txt,770680423.0,Timber Falls,2007.0,38.0,28.0
1006,Tin Cup,,Dec-95,http://www.imsdb.com//scripts/Tin-Cup.html,raw_Script/Tin Cup.txt,13203.0,Tin Cup,1996.0,69.0,65.0
1007,Tin Men,,Jun-86,http://www.imsdb.com//scripts/Tin-Men.html,raw_Script/Tin Men.txt,13409.0,Tin Men,2002.0,79.0,63.0
1008,Tinker Tailor Soldier Spy,11-Dec,,http://www.imsdb.com//scripts/Tinker-Tailor-Soldier-Spy.html,raw_Script/Tinker Tailor Soldier Spy.txt,771223851.0,Tinker Tailor Soldier Spy,2011.0,83.0,65.0
1009,Titanic,,1997,http://www.imsdb.com//scripts/Titanic.html,raw_Script/Titanic.txt,22494.0,Titanic,1997.0,88.0,69.0
1010,TMNT,7-Mar,5-Aug,http://www.imsdb.com//scripts/TMNT.html,raw_Script/TMNT.txt,387555583.0,TMNT,2007.0,34.0,61.0
1013,Tomorrow Never Dies,,1997,http://www.imsdb.com//scripts/Tomorrow-Never-Dies.html,raw_Script/Tomorrow Never Dies.txt,11715.0,Tomorrow Never Dies,1997.0,57.0,54.0
1015,Total Recall,,Sep-90,http://www.imsdb.com//scripts/Total-Recall.html,raw_Script/Total Recall.txt,771190127.0,Total Recall,2012.0,30.0,47.0
1016,"Tourist, The",10-Dec,8-Jun,"http://www.imsdb.com//scripts/Tourist,-The.html","raw_Script/Tourist, The.txt",771035591.0,The Tourist,2010.0,20.0,42.0
1020,Trainspotting,,1996,http://www.imsdb.com//scripts/Trainspotting.html,raw_Script/Trainspotting.txt,16743.0,Trainspotting,1996.0,89.0,94.0
1021,Transformers  The Movie,,,http://www.imsdb.com//scripts/Transformers-The-Movie.html,raw_Script/Transformers  The Movie.txt,10553.0,The Transformers - The Movie,1986.0,50.0,88.0
1023,Tristan and Isolde,6-Jan,,http://www.imsdb.com//scripts/Tristan-and-Isolde.html,raw_Script/Tristan and Isolde.txt,2864426.0,Tristan & Isolde,2005.0,32.0,72.0
1025,TRON  Legacy,10-Dec,,http://www.imsdb.com//scripts/TRON-Legacy.html,raw_Script/TRON  Legacy.txt,770785471.0,Tron Legacy,2010.0,51.0,64.0
1026,Tropic Thunder,8-Aug,,http://www.imsdb.com//scripts/Tropic-Thunder.html,raw_Script/Tropic Thunder.txt,770681826.0,Tropic Thunder,2008.0,83.0,70.0
1028,True Grit,10-Dec,9-Jun,http://www.imsdb.com//scripts/True-Grit.html,raw_Script/True Grit.txt,770860165.0,True Grit,2010.0,96.0,85.0
1029,True Lies,,1994,http://www.imsdb.com//scripts/True-Lies.html,raw_Script/True Lies.txt,16394.0,True Lies,1994.0,72.0,76.0
1032,Twilight,8-Nov,8-Feb,http://www.imsdb.com//scripts/Twilight.html,raw_Script/Twilight.txt,770797582.0,Twilight,2008.0,-1.0,74.0
1033,Twilight  New Moon,9-Nov,8-Dec,http://www.imsdb.com//scripts/Twilight-New-Moon.html,raw_Script/Twilight  New Moon.txt,770801331.0,The Twilight Saga: New Moon,2009.0,27.0,61.0
1034,Twin Peaks,,1992,http://www.imsdb.com//scripts/Twin-Peaks.html,raw_Script/Twin Peaks.txt,13272.0,Twin Peaks - Fire Walk with Me,1992.0,60.0,79.0
1035,Twins,,Mar-98,http://www.imsdb.com//scripts/Twins.html,raw_Script/Twins.txt,10844.0,Twins,1988.0,36.0,38.0
1036,Two For The Money,5-Oct,4-Oct,http://www.imsdb.com//scripts/Two-For-The-Money.html,raw_Script/Two For The Money.txt,8568.0,Two For the Money,2005.0,22.0,49.0
1038,"Ugly Truth, The",9-Jul,8-Feb,"http://www.imsdb.com//scripts/Ugly-Truth,-The.html","raw_Script/Ugly Truth, The.txt",770789184.0,The Ugly Truth,2009.0,13.0,61.0
1040,Under Fire,Oct-83,,http://www.imsdb.com//scripts/Under-Fire.html,raw_Script/Under Fire.txt,14738.0,Under Fire,1983.0,88.0,69.0
1042,Unknown,11-Feb,9-Oct,http://www.imsdb.com//scripts/Unknown.html,raw_Script/Unknown.txt,382673898.0,Unknown,2006.0,38.0,55.0
1043,Up,9-May,,http://www.imsdb.com//scripts/Up.html,raw_Script/Up.txt,770671912.0,Up,2009.0,98.0,89.0
1044,Up in the Air,9-Dec,,http://www.imsdb.com//scripts/Up-in-the-Air.html,raw_Script/Up in the Air.txt,770790933.0,Up in the Air,2009.0,90.0,79.0
1046,V for Vendetta,6-Mar,,http://www.imsdb.com//scripts/V-for-Vendetta.html,raw_Script/V for Vendetta.txt,112770454.0,V for Vendetta,2006.0,73.0,90.0
1048,Valkyrie,8-Dec,7-Jan,http://www.imsdb.com//scripts/Valkyrie.html,raw_Script/Valkyrie.txt,770671940.0,Valkyrie,2008.0,61.0,65.0
1049,Vanilla Sky,1-Dec,,http://www.imsdb.com//scripts/Vanilla-Sky.html,raw_Script/Vanilla Sky.txt,13077.0,Vanilla Sky,2001.0,40.0,73.0
1050,"Verdict, The",,1982,"http://www.imsdb.com//scripts/Verdict,-The.html","raw_Script/Verdict, The.txt",12978.0,The Verdict,1982.0,96.0,89.0
1052,Very Bad Things,,Sep-97,http://www.imsdb.com//scripts/Very-Bad-Things.html,raw_Script/Very Bad Things.txt,16423.0,Very Bad Things,1998.0,44.0,58.0
1055,"Visitor, The",8-Apr,,"http://www.imsdb.com//scripts/Visitor,-The.html","raw_Script/Visitor, The.txt",770679048.0,The Visitor,2008.0,89.0,84.0
1057,"Walk to Remember, A",,Jul-00,"http://www.imsdb.com//scripts/Walk-to-Remember,-A.html","raw_Script/Walk to Remember, A.txt",10093.0,A Walk to Remember,2002.0,27.0,78.0
1058,Walking Tall,4-Apr,,http://www.imsdb.com//scripts/Walking-Tall.html,raw_Script/Walking Tall.txt,10644.0,Walking Tall,2004.0,25.0,61.0
1060,Wall-E,8-Jun,,http://www.imsdb.com//scripts/Wall-E.html,raw_Script/Wall-E.txt,770671491.0,WALL-E,2008.0,96.0,89.0
1061,Wanted,8-Jun,5-Dec,http://www.imsdb.com//scripts/Wanted.html,raw_Script/Wanted.txt,770675607.0,Wanted,2008.0,71.0,69.0
1062,War Horse,11-Dec,,http://www.imsdb.com//scripts/War-Horse.html,raw_Script/War Horse.txt,771041783.0,War Horse,2011.0,77.0,74.0
1063,War of the Worlds,5-Jun,,http://www.imsdb.com//scripts/War-of-the-Worlds.html,raw_Script/War of the Worlds.txt,1789.0,War of the Worlds,2005.0,74.0,41.0
1064,Warm Springs,5-Apr,4-Sep,http://www.imsdb.com//scripts/Warm-Springs.html,raw_Script/Warm Springs.txt,167957324.0,Warm Springs,2005.0,-1.0,76.0
1065,Warrior,11-Sep,,http://www.imsdb.com//scripts/Warrior.html,raw_Script/Warrior.txt,770857926.0,Warrior,2011.0,83.0,92.0
1066,Watchmen,9-Mar,,http://www.imsdb.com//scripts/Watchmen.html,raw_Script/Watchmen.txt,770671949.0,Watchmen,2009.0,64.0,70.0
1067,Water for Elephants,11-Apr,9-Apr,http://www.imsdb.com//scripts/Water-for-Elephants.html,raw_Script/Water for Elephants.txt,771204250.0,Water for Elephants,2011.0,60.0,70.0
1068,"Way Back, The",11-Jan,9-Jan,"http://www.imsdb.com//scripts/Way-Back,-The.html","raw_Script/Way Back, The.txt",770805055.0,The Way Back,2010.0,75.0,72.0
1069,We Own the Night,7-Oct,,http://www.imsdb.com//scripts/We-Own-the-Night.html,raw_Script/We Own the Night.txt,770670992.0,We Own the Night,2007.0,57.0,61.0
1071,What Lies Beneath,,Jun-99,http://www.imsdb.com//scripts/What-Lies-Beneath.html,raw_Script/What Lies Beneath.txt,10686.0,What Lies Beneath,2000.0,46.0,59.0
1072,When a Stranger Calls,Oct-79,,http://www.imsdb.com//scripts/When-a-Stranger-Calls.html,raw_Script/When a Stranger Calls.txt,14662876.0,When a Stranger Calls,2006.0,9.0,44.0
1074,While She Was Out,8-Dec,6-Dec,http://www.imsdb.com//scripts/While-She-Was-Out.html,raw_Script/While She Was Out.txt,770797858.0,While She Was Out,2008.0,31.0,18.0
1075,"Whistleblower, The",11-Aug,7-Aug,"http://www.imsdb.com//scripts/Whistleblower,-The.html","raw_Script/Whistleblower, The.txt",771205410.0,The Whistleblower,2010.0,74.0,72.0
1077,White Jazz,,7-Sep,http://www.imsdb.com//scripts/White-Jazz.html,raw_Script/White Jazz.txt,770795952.0,White Jazz,2009.0,-1.0,0.0
1078,"White Ribbon, The",9-Dec,,"http://www.imsdb.com//scripts/White-Ribbon,-The.html","raw_Script/White Ribbon, The.txt",770808692.0,The White Ribbon (Das weisse Band),2009.0,85.0,78.0
1079,White Squall,,Oct-94,http://www.imsdb.com//scripts/White-Squall.html,raw_Script/White Squall.txt,10752.0,White Squall,1996.0,62.0,66.0
1080,Whiteout,9-Sep,6-Dec,http://www.imsdb.com//scripts/Whiteout.html,raw_Script/Whiteout.txt,770674765.0,Whiteout,2009.0,7.0,21.0
