Script_Id,Script_Title,Movie_Release_Date,Script_Date,Raw_Script_URL,Raw_Script_Loc,rt_id,rt_title,rt_year,rt_critics_score,rt_audience_score
377,"Fifth Element, The",,Aug-95,"http://www.imsdb.com//scripts/Fifth-Element,-The.html","raw_Script/Fifth Element, The.txt",10557.0,The Fifth Element,1997.0,71.0,87.0
379,"Fighter, The",10-Dec,,"http://www.imsdb.com//scripts/Fighter,-The.html","raw_Script/Fighter, The.txt",770671941.0,The Fighter,2010.0,91.0,89.0
381,Final Destination 2,,,http://www.imsdb.com//scripts/Final-Destination-2.html,raw_Script/Final Destination 2.txt,13166.0,Final Destination 2,2003.0,47.0,59.0
382,Finding Nemo,3-May,3-May,http://www.imsdb.com//scripts/Finding-Nemo.html,raw_Script/Finding Nemo.txt,9377.0,Finding Nemo,2003.0,99.0,86.0
384,Flash Gordon,Dec-80,Mar-79,http://www.imsdb.com//scripts/Flash-Gordon.html,raw_Script/Flash Gordon.txt,10762.0,Flash Gordon,1980.0,81.0,70.0
385,Fletch,,May-86,http://www.imsdb.com//scripts/Fletch.html,raw_Script/Fletch.txt,10276.0,Fletch,1985.0,75.0,83.0
386,Flight,12-Nov,11-Dec,http://www.imsdb.com//scripts/Flight.html,raw_Script/Flight.txt,771307095.0,Flight,2012.0,78.0,75.0
387,"Flintstones, The",,Sep-87,"http://www.imsdb.com//scripts/Flintstones,-The.html","raw_Script/Flintstones, The.txt",12326.0,The Flintstones,1994.0,22.0,24.0
390,Four Rooms,Dec-95,,http://www.imsdb.com//scripts/Four-Rooms.html,raw_Script/Four Rooms.txt,13075.0,Four Rooms,1995.0,14.0,71.0
391,Fracture,7-Apr,5-Jan,http://www.imsdb.com//scripts/Fracture.html,raw_Script/Fracture.txt,632318478.0,Fracture,2007.0,72.0,73.0
392,Frances,Dec-82,,http://www.imsdb.com//scripts/Frances.html,raw_Script/Frances.txt,16757.0,Frances,1982.0,93.0,78.0
393,Frankenstein,Nov-94,Feb-93,http://www.imsdb.com//scripts/Frankenstein.html,raw_Script/Frankenstein.txt,771351525.0,Frankenstein,2015.0,-1.0,99.0
394,Freaked,Oct-93,Jan-92,http://www.imsdb.com//scripts/Freaked.html,raw_Script/Freaked.txt,280158885.0,Freaked,1993.0,47.0,64.0
400,Fright Night,11-Aug,,http://www.imsdb.com//scripts/Fright-Night.html,raw_Script/Fright Night.txt,771028776.0,Fright Night,2011.0,72.0,59.0
401,Fright Night (1985),Aug-85,Sep-84,http://www.imsdb.com//scripts/Fright-Night-(1985).html,raw_Script/Fright Night (1985).txt,13314.0,Fright Night,1985.0,94.0,76.0
403,From Here to Eternity,Sep-53,Aug-52,http://www.imsdb.com//scripts/From-Here-to-Eternity.html,raw_Script/From Here to Eternity.txt,18520.0,From Here to Eternity,1953.0,89.0,85.0
404,Frozen,10-Feb,9-Jan,http://www.imsdb.com//scripts/Frozen.html,raw_Script/Frozen.txt,770856799.0,Frozen,2010.0,62.0,46.0
405,Frozen River,8-Aug,,http://www.imsdb.com//scripts/Frozen-River.html,raw_Script/Frozen River.txt,770682503.0,Frozen River,2008.0,87.0,74.0
408,Funny People,9-Jul,8-Apr,http://www.imsdb.com//scripts/Funny-People.html,raw_Script/Funny People.txt,770752737.0,Funny People,2009.0,68.0,48.0
409,G.I. Jane,,Aug-95,http://www.imsdb.com//scripts/G.I.-Jane.html,raw_Script/G.I. Jane.txt,13393.0,G.I. Jane,1997.0,55.0,54.0
410,G.I. Joe  The Rise of Cobra,9-Aug,7-Nov,http://www.imsdb.com//scripts/G.I.-Joe-The-Rise-of-Cobra.html,raw_Script/G.I. Joe  The Rise of Cobra.txt,770677827.0,G.I. Joe: The Rise of Cobra,2009.0,34.0,50.0
411,Game 6,5-Jun,4-May,http://www.imsdb.com//scripts/Game-6.html,raw_Script/Game 6.txt,49249001.0,Game 6,2005.0,60.0,38.0
413,Gamer,9-Sep,7-Sep,http://www.imsdb.com//scripts/Gamer.html,raw_Script/Gamer.txt,770681197.0,Gamer,2009.0,29.0,39.0
414,Gandhi,Dec-82,,http://www.imsdb.com//scripts/Gandhi.html,raw_Script/Gandhi.txt,10197.0,Gandhi,1982.0,87.0,93.0
415,Gang Related,Oct-97,,http://www.imsdb.com//scripts/Gang-Related.html,raw_Script/Gang Related.txt,14650.0,Gang Related,1997.0,56.0,67.0
416,Gangs of New York,,2-Feb,http://www.imsdb.com//scripts/Gangs-of-New-York.html,raw_Script/Gangs of New York.txt,13106.0,Gangs of New York,2002.0,75.0,81.0
418,Get Carter,Mar-71,,http://www.imsdb.com//scripts/Get-Carter.html,raw_Script/Get Carter.txt,15255.0,Get Carter,2000.0,12.0,28.0
419,Get Low,10-Jul,,http://www.imsdb.com//scripts/Get-Low.html,raw_Script/Get Low.txt,770808815.0,Get Low,2010.0,84.0,75.0
421,"Getaway, The",,Feb-72,"http://www.imsdb.com//scripts/Getaway,-The.html","raw_Script/Getaway, The.txt",10989.0,The Getaway,1972.0,85.0,82.0
422,Ghost,,Sep-90,http://www.imsdb.com//scripts/Ghost.html,raw_Script/Ghost.txt,10185.0,Ghost,1990.0,74.0,81.0
424,Ghost Rider,7-Feb,1-Apr,http://www.imsdb.com//scripts/Ghost-Rider.html,raw_Script/Ghost Rider.txt,364555500.0,Ghost Rider,2007.0,26.0,48.0
427,Ghostbusters,,May-88,http://www.imsdb.com//scripts/Ghostbusters.html,raw_Script/Ghostbusters.txt,12000.0,Ghostbusters,1984.0,96.0,87.0
428,Ghostbusters 2,,Feb-89,http://www.imsdb.com//scripts/Ghostbusters-2.html,raw_Script/Ghostbusters 2.txt,11227.0,Ghostbusters 2,1989.0,51.0,61.0
429,Ginger Snaps,1-May,Jul-96,http://www.imsdb.com//scripts/Ginger-Snaps.html,raw_Script/Ginger Snaps.txt,16854.0,Ginger Snaps,2000.0,89.0,78.0
430,"Girl with the Dragon Tattoo, The",11-Dec,,"http://www.imsdb.com//scripts/Girl-with-the-Dragon-Tattoo,-The.html","raw_Script/Girl with the Dragon Tattoo, The.txt",771202144.0,The Girl with the Dragon Tattoo,2011.0,86.0,86.0
431,Gladiator,,Oct-98,http://www.imsdb.com//scripts/Gladiator.html,raw_Script/Gladiator.txt,13065.0,Gladiator,2000.0,76.0,87.0
433,Go,,Apr-97,http://www.imsdb.com//scripts/Go.html,raw_Script/Go.txt,321827084.0,Go,2002.0,-1.0,87.0
436,"Godfather Part III, The",Dec-90,Mar-79,"http://www.imsdb.com//scripts/Godfather-Part-III,-The.html","raw_Script/Godfather Part III, The.txt",13476.0,"The Godfather, Part III",1990.0,68.0,78.0
440,"Good Girl, The",2-Aug,,"http://www.imsdb.com//scripts/Good-Girl,-The.html","raw_Script/Good Girl, The.txt",13289.0,The Good Girl,2002.0,81.0,59.0
443,Gothika,3-Nov,2-Dec,http://www.imsdb.com//scripts/Gothika.html,raw_Script/Gothika.txt,14382.0,Gothika,2003.0,15.0,46.0
445,Gran Torino,9-Jan,,http://www.imsdb.com//scripts/Gran-Torino.html,raw_Script/Gran Torino.txt,770785728.0,Gran Torino,2008.0,79.0,90.0
446,Grand Hotel,Apr-32,,http://www.imsdb.com//scripts/Grand-Hotel.html,raw_Script/Grand Hotel.txt,19274.0,Grand Hotel,1932.0,87.0,78.0
447,Grand Theft Parsons,4-Jun,3-Jun,http://www.imsdb.com//scripts/Grand-Theft-Parsons.html,raw_Script/Grand Theft Parsons.txt,11810.0,Grand Theft Parsons,2003.0,44.0,52.0
449,"Green Mile, The",,Nov-97,"http://www.imsdb.com//scripts/Green-Mile,-The.html","raw_Script/Green Mile, The.txt",12939.0,The Green Mile,1999.0,80.0,94.0
450,Gremlins,Jun-84,Apr-82,http://www.imsdb.com//scripts/Gremlins.html,raw_Script/Gremlins.txt,12357.0,Gremlins,1984.0,84.0,77.0
451,Gremlins 2,Jun-90,Feb-89,http://www.imsdb.com//scripts/Gremlins-2.html,raw_Script/Gremlins 2.txt,11414.0,Gremlins 2: The New Batch,1990.0,69.0,57.0
454,Groundhog Day,Feb-93,Jan-92,http://www.imsdb.com//scripts/Groundhog-Day.html,raw_Script/Groundhog Day.txt,11770.0,Groundhog Day,1993.0,97.0,87.0
455,"Grudge, The",4-Oct,4-Jan,"http://www.imsdb.com//scripts/Grudge,-The.html","raw_Script/Grudge, The.txt",17083.0,The Grudge,2004.0,39.0,47.0
456,Hackers,Sep-95,,http://www.imsdb.com//scripts/Hackers.html,raw_Script/Hackers.txt,10572.0,Hackers,1995.0,34.0,69.0
457,Hall Pass,11-Feb,9-Sep,http://www.imsdb.com//scripts/Hall-Pass.html,raw_Script/Hall Pass.txt,771041144.0,Hall Pass,2011.0,34.0,41.0
459,Hancock,8-Jul,,http://www.imsdb.com//scripts/Hancock.html,raw_Script/Hancock.txt,770679092.0,Hancock,2008.0,41.0,60.0
460,"Hangover, The",9-Jun,7-Sep,"http://www.imsdb.com//scripts/Hangover,-The.html","raw_Script/Hangover, The.txt",770801897.0,The Hangover,2009.0,79.0,84.0
461,Hanna,11-Apr,,http://www.imsdb.com//scripts/Hanna.html,raw_Script/Hanna.txt,771091481.0,Hanna,2011.0,72.0,66.0
465,Happy Feet,6-Nov,,http://www.imsdb.com//scripts/Happy-Feet.html,raw_Script/Happy Feet.txt,345732304.0,Happy Feet,2006.0,75.0,70.0
466,Hard Rain,Jan-98,,http://www.imsdb.com//scripts/Hard-Rain.html,raw_Script/Hard Rain.txt,14947.0,Hard Rain,1998.0,25.0,34.0
467,Hard to Kill,,Feb-90,http://www.imsdb.com//scripts/Hard-to-Kill.html,raw_Script/Hard to Kill.txt,13983.0,Hard to Kill,1990.0,33.0,47.0
468,Harold and Kumar Go to White Castle,4-Jun,3-May,http://www.imsdb.com//scripts/Harold-and-Kumar-Go-to-White-Castle.html,raw_Script/Harold and Kumar Go to White Castle.txt,16982.0,Harold & Kumar Go to White Castle,2004.0,74.0,80.0
476,He's Just Not That Into You,9-Feb,7-Jul,http://www.imsdb.com//scripts/He's-Just-Not-That-Into-You.html,raw_Script/He's Just Not That Into You.txt,770679229.0,He's Just Not That Into You,2009.0,41.0,60.0
477,Heat,,Mar-94,http://www.imsdb.com//scripts/Heat.html,raw_Script/Heat.txt,13098.0,Heat,1995.0,86.0,94.0
479,Heavenly Creatures,,1994,http://www.imsdb.com//scripts/Heavenly-Creatures.html,raw_Script/Heavenly Creatures.txt,22544.0,Heavenly Creatures,1994.0,94.0,84.0
481,"Hebrew Hammer, The",3-Jan,,"http://www.imsdb.com//scripts/Hebrew-Hammer,-The.html","raw_Script/Hebrew Hammer, The.txt",17144.0,The Hebrew Hammer,2002.0,52.0,64.0
482,Heist,,Mar-99,http://www.imsdb.com//scripts/Heist.html,raw_Script/Heist.txt,14390.0,Heist,2001.0,65.0,61.0
484,Hellboy,4-Apr,3-Jun,http://www.imsdb.com//scripts/Hellboy.html,raw_Script/Hellboy.txt,10494.0,Hellboy,2004.0,81.0,65.0
485,Hellboy 2  The Golden Army,8-Jul,,http://www.imsdb.com//scripts/Hellboy-2-The-Golden-Army.html,raw_Script/Hellboy 2  The Golden Army.txt,770673038.0,Hellboy II: The Golden Army (Hellboy 2),2008.0,87.0,70.0
487,Hellraiser 3  Hell on Earth,Sep-92,Jul-91,http://www.imsdb.com//scripts/Hellraiser-3-Hell-on-Earth.html,raw_Script/Hellraiser 3  Hell on Earth.txt,13361.0,Hellraiser 3: Hell on Earth,1992.0,17.0,37.0
488,Hellraiser  Deader,5-Jun,2-Aug,http://www.imsdb.com//scripts/Hellraiser-Deader.html,raw_Script/Hellraiser  Deader.txt,13282.0,Hellraiser - Deader,2004.0,17.0,27.0
489,Hellraiser  Hellseeker,2-Oct,Oct-00,http://www.imsdb.com//scripts/Hellraiser-Hellseeker.html,raw_Script/Hellraiser  Hellseeker.txt,13387.0,Hellraiser VI - Hellseeker,2001.0,0.0,37.0
490,"Help, The",11-Aug,9-Nov,"http://www.imsdb.com//scripts/Help,-The.html","raw_Script/Help, The.txt",771205918.0,The Help,2011.0,76.0,89.0
491,Henry Fool,Jun-98,,http://www.imsdb.com//scripts/Henry-Fool.html,raw_Script/Henry Fool.txt,14783.0,Henry Fool,1998.0,89.0,82.0
492,Henry's Crime,11-Apr,,http://www.imsdb.com//scripts/Henry's-Crime.html,raw_Script/Henry's Crime.txt,771195234.0,Henry's Crime,2010.0,40.0,24.0
493,Hesher,11-May,8-Jul,http://www.imsdb.com//scripts/Hesher.html,raw_Script/Hesher.txt,770814817.0,Hesher,2011.0,54.0,61.0
494,High Fidelity,,Sep-98,http://www.imsdb.com//scripts/High-Fidelity.html,raw_Script/High Fidelity.txt,12937.0,High Fidelity,2000.0,92.0,90.0
495,Highlander,,1986,http://www.imsdb.com//scripts/Highlander.html,raw_Script/Highlander.txt,15929.0,Highlander,1986.0,67.0,80.0
497,"Hills Have Eyes, The",6-Mar,5-Feb,"http://www.imsdb.com//scripts/Hills-Have-Eyes,-The.html","raw_Script/Hills Have Eyes, The.txt",93101300.0,The Hills Have Eyes,2006.0,50.0,58.0
498,His Girl Friday,Jan-40,,http://www.imsdb.com//scripts/His-Girl-Friday.html,raw_Script/His Girl Friday.txt,19344.0,His Girl Friday,1940.0,97.0,91.0
499,Hitchcock,12-Dec,,http://www.imsdb.com//scripts/Hitchcock.html,raw_Script/Hitchcock.txt,771316384.0,Hitchcock,2012.0,62.0,61.0
500,"Hitchhiker's Guide to the Galaxy, The",5-Apr,3-Aug,"http://www.imsdb.com//scripts/Hitchhiker's-Guide-to-the-Galaxy,-The.html","raw_Script/Hitchhiker's Guide to the Galaxy, The.txt",17.0,The Hitchhiker's Guide to the Galaxy,2005.0,60.0,65.0
501,Hollow Man,,Jun-98,http://www.imsdb.com//scripts/Hollow-Man.html,raw_Script/Hollow Man.txt,14339.0,Hollow Man,2000.0,27.0,27.0
502,Honeydripper,7-Dec,6-Jun,http://www.imsdb.com//scripts/Honeydripper.html,raw_Script/Honeydripper.txt,770675536.0,Honeydripper,2007.0,67.0,57.0
503,Horrible Bosses,11-Jul,10-Apr,http://www.imsdb.com//scripts/Horrible-Bosses.html,raw_Script/Horrible Bosses.txt,771041149.0,Horrible Bosses,2011.0,69.0,70.0
505,"Hospital, The",Dec-71,,"http://www.imsdb.com//scripts/Hospital,-The.html","raw_Script/Hospital, The.txt",11661.0,The Hospital,1971.0,100.0,73.0
506,Hostage,5-Mar,2-Mar,http://www.imsdb.com//scripts/Hostage.html,raw_Script/Hostage.txt,15283.0,Hostage,2005.0,35.0,63.0
507,Hot Tub Time Machine,10-Mar,,http://www.imsdb.com//scripts/Hot-Tub-Time-Machine.html,raw_Script/Hot Tub Time Machine.txt,770813651.0,Hot Tub Time Machine,2010.0,63.0,56.0
508,Hotel Rwanda,5-Feb,,http://www.imsdb.com//scripts/Hotel-Rwanda.html,raw_Script/Hotel Rwanda.txt,12856.0,Hotel Rwanda,2004.0,90.0,94.0
509,House of 1000 Corpses,,Mar-00,http://www.imsdb.com//scripts/House-of-1000-Corpses.html,raw_Script/House of 1000 Corpses.txt,12901.0,House of 1000 Corpses,2002.0,18.0,66.0
510,How to Lose Friends & Alienate People,8-Oct,7-Sep,http://www.imsdb.com//scripts/How-to-Lose-Friends-&-Alienate-People.html,raw_Script/How to Lose Friends & Alienate People.txt,770679404.0,How to Lose Friends & Alienate People,2008.0,36.0,43.0
511,How to Train Your Dragon,10-Mar,,http://www.imsdb.com//scripts/How-to-Train-Your-Dragon.html,raw_Script/How to Train Your Dragon.txt,770782733.0,How to Train Your Dragon,2010.0,98.0,91.0
514,Human Nature,,1-Jan,http://www.imsdb.com//scripts/Human-Nature.html,raw_Script/Human Nature.txt,14426.0,Human Nature,2002.0,49.0,62.0
515,I Am Number Four,11-Feb,10-Jan,http://www.imsdb.com//scripts/I-Am-Number-Four.html,raw_Script/I Am Number Four.txt,770874975.0,I Am Number Four,2011.0,33.0,58.0
516,I am Sam,2-Jan,,http://www.imsdb.com//scripts/I-am-Sam.html,raw_Script/I am Sam.txt,10389.0,I Am Sam,2001.0,34.0,87.0
517,I Love You Phillip Morris,10-Jan,8-Apr,http://www.imsdb.com//scripts/I-Love-You-Phillip-Morris.html,raw_Script/I Love You Phillip Morris.txt,770782173.0,I Love You Phillip Morris,2009.0,72.0,61.0
518,I Still Know What You Did Last Summer,Nov-98,,http://www.imsdb.com//scripts/I-Still-Know-What-You-Did-Last-Summer.html,raw_Script/I Still Know What You Did Last Summer.txt,14749.0,I Still Know What You Did Last Summer,1998.0,7.0,29.0
519,I'll Do Anything,Feb-94,,http://www.imsdb.com//scripts/I'll-Do-Anything.html,raw_Script/I'll Do Anything.txt,12349.0,I'll Do Anything,1994.0,61.0,47.0
520,"I, Robot",4-Jul,,"http://www.imsdb.com//scripts/I,-Robot.html","raw_Script/I, Robot.txt",10040.0,"I, Robot",2004.0,58.0,70.0
522,"Ides of March, The",11-Oct,,"http://www.imsdb.com//scripts/Ides-of-March,-The.html","raw_Script/Ides of March, The.txt",771234469.0,The Ides of March,2011.0,85.0,73.0
523,"Imaginarium of Doctor Parnassus, The",9-Sep,7-May,"http://www.imsdb.com//scripts/Imaginarium-of-Doctor-Parnassus,-The.html","raw_Script/Imaginarium of Doctor Parnassus, The.txt",770683433.0,The Imaginarium of Doctor Parnassus,2009.0,64.0,60.0
524,In the Bedroom,2-Jan,,http://www.imsdb.com//scripts/In-the-Bedroom.html,raw_Script/In the Bedroom.txt,13633.0,In the Bedroom,2001.0,93.0,81.0
525,In the Loop,9-Jul,,http://www.imsdb.com//scripts/In-the-Loop.html,raw_Script/In the Loop.txt,770783979.0,In the Loop,2008.0,94.0,81.0
528,Indiana Jones and the Last Crusade,,1989,http://www.imsdb.com//scripts/Indiana-Jones-and-the-Last-Crusade.html,raw_Script/Indiana Jones and the Last Crusade.txt,23531.0,Indiana Jones and the Last Crusade,1989.0,88.0,94.0
529,Indiana Jones and the Raiders of the Lost Ark,,1981,http://www.imsdb.com//scripts/Indiana-Jones-and-the-Raiders-of-the-Lost-Ark.html,raw_Script/Indiana Jones and the Raiders of the Lost Ark.txt,23529.0,Raiders of the Lost Ark,1981.0,95.0,96.0
530,Indiana Jones and the Temple of Doom,,1984,http://www.imsdb.com//scripts/Indiana-Jones-and-the-Temple-of-Doom.html,raw_Script/Indiana Jones and the Temple of Doom.txt,23530.0,Indiana Jones and the Temple of Doom,1984.0,84.0,81.0
532,"Informant, The",9-Sep,3-Jan,"http://www.imsdb.com//scripts/Informant,-The.html","raw_Script/Informant, The.txt",770783635.0,The Informant!,2009.0,78.0,43.0
533,Inglourious Basterds,9-Aug,8-Jul,http://www.imsdb.com//scripts/Inglourious-Basterds.html,raw_Script/Inglourious Basterds.txt,770671947.0,Inglourious Basterds,2009.0,89.0,87.0
536,Insidious,11-Apr,,http://www.imsdb.com//scripts/Insidious.html,raw_Script/Insidious.txt,771205539.0,Insidious,2011.0,66.0,61.0
537,Insomnia,2-May,Feb-00,http://www.imsdb.com//scripts/Insomnia.html,raw_Script/Insomnia.txt,14923.0,Insomnia,2002.0,92.0,76.0
539,Into the Wild,7-Sep,,http://www.imsdb.com//scripts/Into-the-Wild.html,raw_Script/Into the Wild.txt,770671490.0,Into the Wild,2007.0,82.0,89.0
540,Intolerable Cruelty,,Mar-97,http://www.imsdb.com//scripts/Intolerable-Cruelty.html,raw_Script/Intolerable Cruelty.txt,11037.0,Intolerable Cruelty,2003.0,75.0,48.0
541,Inventing the Abbotts,,Mar-96,http://www.imsdb.com//scripts/Inventing-the-Abbotts.html,raw_Script/Inventing the Abbotts.txt,13617.0,Inventing the Abbotts,1997.0,31.0,53.0
542,"Invention of Lying, The",9-Oct,7-Jun,"http://www.imsdb.com//scripts/Invention-of-Lying,-The.html","raw_Script/Invention of Lying, The.txt",770717076.0,The Invention of Lying,2009.0,57.0,39.0
543,Invictus,9-Dec,7-May,http://www.imsdb.com//scripts/Invictus.html,raw_Script/Invictus.txt,770810965.0,Invictus,2009.0,76.0,75.0
544,"Iron Lady, The",12-Jan,,"http://www.imsdb.com//scripts/Iron-Lady,-The.html","raw_Script/Iron Lady, The.txt",771241349.0,The Iron Lady,2011.0,51.0,51.0
545,"Island, The",5-Jul,4-Jan,"http://www.imsdb.com//scripts/Island,-The.html","raw_Script/Island, The.txt",1969.0,The Island,2005.0,40.0,64.0
546,It Happened One Night,Feb-34,,http://www.imsdb.com//scripts/It-Happened-One-Night.html,raw_Script/It Happened One Night.txt,18256.0,It Happened One Night,1934.0,98.0,94.0
549,It's Complicated,9-Dec,,http://www.imsdb.com//scripts/It's-Complicated.html,raw_Script/It's Complicated.txt,770814954.0,It's Complicated,2009.0,56.0,60.0
550,"Italian Job, The",,1-Dec,"http://www.imsdb.com//scripts/Italian-Job,-The.html","raw_Script/Italian Job, The.txt",10189.0,The Italian Job,2003.0,73.0,80.0
551,"Jacket, The",5-Mar,3-Apr,"http://www.imsdb.com//scripts/Jacket,-The.html","raw_Script/Jacket, The.txt",13085.0,The Jacket,2005.0,44.0,74.0
555,Jane Eyre,11-Mar,8-Mar,http://www.imsdb.com//scripts/Jane-Eyre.html,raw_Script/Jane Eyre.txt,771090722.0,Jane Eyre,2011.0,84.0,76.0
557,Jaws,,1975,http://www.imsdb.com//scripts/Jaws.html,raw_Script/Jaws.txt,10288.0,Jaws,1975.0,98.0,90.0
558,Jaws 2,,1978,http://www.imsdb.com//scripts/Jaws-2.html,raw_Script/Jaws 2.txt,10597.0,Jaws 2,1978.0,53.0,38.0
559,Jay and Silent Bob Strike Back,,1-Jan,http://www.imsdb.com//scripts/Jay-and-Silent-Bob-Strike-Back.html,raw_Script/Jay and Silent Bob Strike Back.txt,13081.0,Jay and Silent Bob Strike Back,2001.0,54.0,75.0
560,Jennifer Eight,Nov-92,Jun-91,http://www.imsdb.com//scripts/Jennifer-Eight.html,raw_Script/Jennifer Eight.txt,14660.0,Jennifer 8,1992.0,35.0,37.0
561,Jennifer's Body,9-Sep,7-Sep,http://www.imsdb.com//scripts/Jennifer's-Body.html,raw_Script/Jennifer's Body.txt,770783548.0,Jennifer's Body,2009.0,42.0,34.0
563,JFK,,1991,http://www.imsdb.com//scripts/JFK.html,raw_Script/JFK.txt,14984.0,JFK,1992.0,84.0,89.0
564,Jimmy and Judy,,4-Aug,http://www.imsdb.com//scripts/Jimmy-and-Judy.html,raw_Script/Jimmy and Judy.txt,326392923.0,Jimmy and Judy,2005.0,43.0,67.0
566,Judge Dredd,Jun-95,Mar-94,http://www.imsdb.com//scripts/Judge-Dredd.html,raw_Script/Judge Dredd.txt,13602.0,Judge Dredd,1995.0,18.0,30.0
567,Juno,7-Dec,7-Feb,http://www.imsdb.com//scripts/Juno.html,raw_Script/Juno.txt,770675878.0,Juno,2007.0,94.0,88.0
572,Kalifornia,,,http://www.imsdb.com//scripts/Kalifornia.html,raw_Script/Kalifornia.txt,16615.0,Kalifornia,1993.0,67.0,65.0
573,Kate & Leopold,,1-Dec,http://www.imsdb.com//scripts/Kate-&-Leopold.html,raw_Script/Kate & Leopold.txt,10350.0,Kate & Leopold,2001.0,50.0,63.0
574,Kids,Jul-95,,http://www.imsdb.com//scripts/Kids.html,raw_Script/Kids.txt,16795.0,Kids,1995.0,49.0,77.0
575,"Kids Are All Right, The",10-Jul,9-Aug,"http://www.imsdb.com//scripts/Kids-Are-All-Right,-The.html","raw_Script/Kids Are All Right, The.txt",770819676.0,The Kids Are All Right,2010.0,93.0,73.0
576,Kill Bill Volume 1 & 2,,,http://www.imsdb.com//scripts/Kill-Bill-Volume-1-&-2.html,raw_Script/Kill Bill Volume 1 & 2.txt,12865.0,Kill Bill: Volume 1,2003.0,85.0,80.0
577,Killing Zoe,,,http://www.imsdb.com//scripts/Killing-Zoe.html,raw_Script/Killing Zoe.txt,16732.0,Killing Zoe,1994.0,33.0,65.0
578,King Kong,5-Dec,,http://www.imsdb.com//scripts/King-Kong.html,raw_Script/King Kong.txt,24220.0,King Kong,2005.0,84.0,49.0
579,"King of Comedy, The",,Dec-76,"http://www.imsdb.com//scripts/King-of-Comedy,-The.html","raw_Script/King of Comedy, The.txt",10861.0,The King of Comedy,1983.0,93.0,89.0
580,"King's Speech, The",10-Dec,,"http://www.imsdb.com//scripts/King's-Speech,-The.html","raw_Script/King's Speech, The.txt",770816664.0,The King's Speech,2010.0,94.0,92.0
581,"Kingdom, The",7-Sep,6-Aug,"http://www.imsdb.com//scripts/Kingdom,-The.html","raw_Script/Kingdom, The.txt",462995625.0,The Kingdom,2007.0,51.0,77.0
584,Kramer vs Kramer,,1979,http://www.imsdb.com//scripts/Kramer-vs-Kramer.html,raw_Script/Kramer vs Kramer.txt,11122.0,Kramer vs. Kramer,1979.0,87.0,89.0
586,Kung Fu Panda,8-Jun,,http://www.imsdb.com//scripts/Kung-Fu-Panda.html,raw_Script/Kung Fu Panda.txt,770672401.0,Kung Fu Panda,2008.0,87.0,82.0
588,Labor of Love,,,http://www.imsdb.com//scripts/Labor-of-Love.html,raw_Script/Labor of Love.txt,770933185.0,Labor of Love,1999.0,-1.0,0.0
589,Labyrinth,,1986,http://www.imsdb.com//scripts/Labyrinth.html,raw_Script/Labyrinth.txt,10057.0,Labyrinth,1986.0,66.0,86.0
590,"Ladykillers, The",4-Mar,,"http://www.imsdb.com//scripts/Ladykillers,-The.html","raw_Script/Ladykillers, The.txt",14905.0,The Ladykillers,2004.0,55.0,43.0
591,Lake Placid,Jul-99,May-98,http://www.imsdb.com//scripts/Lake-Placid.html,raw_Script/Lake Placid.txt,16700.0,Lake Placid,1999.0,39.0,36.0
592,Land of the Dead,5-Jun,4-Aug,http://www.imsdb.com//scripts/Land-of-the-Dead.html,raw_Script/Land of the Dead.txt,1785.0,Land of the Dead,2005.0,74.0,52.0
593,Larry Crowne,11-Jul,9-Nov,http://www.imsdb.com//scripts/Larry-Crowne.html,raw_Script/Larry Crowne.txt,771199080.0,Larry Crowne,2011.0,35.0,41.0
594,"Last Boy Scout, The",,,"http://www.imsdb.com//scripts/Last-Boy-Scout,-The.html","raw_Script/Last Boy Scout, The.txt",13469.0,The Last Boy Scout,1991.0,44.0,69.0
595,Last Chance Harvey,9-Jan,,http://www.imsdb.com//scripts/Last-Chance-Harvey.html,raw_Script/Last Chance Harvey.txt,770784001.0,Last Chance Harvey,2008.0,70.0,53.0
596,"Last Flight, The",31-Aug,,"http://www.imsdb.com//scripts/Last-Flight,-The.html","raw_Script/Last Flight, The.txt",770793175.0,The Last Flight,2005.0,-1.0,0.0
597,"Last of the Mohicans, The",Sep-92,,"http://www.imsdb.com//scripts/Last-of-the-Mohicans,-The.html","raw_Script/Last of the Mohicans, The.txt",14752.0,The Last of the Mohicans,1992.0,94.0,88.0
598,"Last Samurai, The",,,"http://www.imsdb.com//scripts/Last-Samurai,-The.html","raw_Script/Last Samurai, The.txt",133039558.0,The Last Samurai,2003.0,65.0,83.0
599,"Last Station, The",9-Dec,,"http://www.imsdb.com//scripts/Last-Station,-The.html","raw_Script/Last Station, The.txt",770783613.0,The Last Station,2009.0,70.0,67.0
600,Last Tango in Paris,Feb-73,,http://www.imsdb.com//scripts/Last-Tango-in-Paris.html,raw_Script/Last Tango in Paris.txt,157435123.0,Last Tango in Paris,1972.0,81.0,76.0
601,Law Abiding Citizen,9-Oct,8-Sep,http://www.imsdb.com//scripts/Law-Abiding-Citizen.html,raw_Script/Law Abiding Citizen.txt,770804709.0,Law Abiding Citizen,2009.0,25.0,75.0
603,Legally Blonde,,Jul-00,http://www.imsdb.com//scripts/Legally-Blonde.html,raw_Script/Legally Blonde.txt,10298.0,Legally Blonde,2001.0,68.0,72.0
604,Legend,,Mar-84,http://www.imsdb.com//scripts/Legend.html,raw_Script/Legend.txt,10086.0,Legend,1986.0,48.0,74.0
