,Script_Id,Script_Title,Movie_Release_Date,Script_Date,Raw_Script_URL,Meta_Link
88,279,Cube,,1997,http://www.imsdb.com//scripts/Cube.html,http://www.imsdb.com/Movie%20Scripts/Cube%20Script.html
89,174,Bones,,,http://www.imsdb.com//scripts/Bones.html,http://www.imsdb.com/Movie%20Scripts/Bones%20Script.html
90,441,Good Will Hunting,,,http://www.imsdb.com//scripts/Good-Will-Hunting.html,http://www.imsdb.com/Movie%20Scripts/Good%20Will%20Hunting%20Script.html
91,785,"Piano, The",,1991,"http://www.imsdb.com//scripts/Piano,-The.html","http://www.imsdb.com/Movie%20Scripts/Piano,%20The%20Script.html"
92,799,Predator,,Jan-87,http://www.imsdb.com//scripts/Predator.html,http://www.imsdb.com/Movie%20Scripts/Predator%20Script.html
93,395,Freddy vs. Jason,,,http://www.imsdb.com//scripts/Freddy-vs.-Jason.html,http://www.imsdb.com/Movie%20Scripts/Freddy%20vs.%20Jason%20Script.html
94,166,Blow,1-Apr,,http://www.imsdb.com//scripts/Blow.html,http://www.imsdb.com/Movie%20Scripts/Blow%20Script.html
95,945,Star Wars: Revenge of the Sith,5-May,,http://www.imsdb.com//scripts/Star-Wars-Revenge-of-the-Sith.html,http://www.imsdb.com/Movie%20Scripts/Star%20Wars:%20Revenge%20of%20the%20Sith%20Script.html
96,85,Apt Pupil,,Apr-96,http://www.imsdb.com//scripts/Apt-Pupil.html,http://www.imsdb.com/Movie%20Scripts/Apt%20Pupil%20Script.html
97,81,"Apartment, The",,,"http://www.imsdb.com//scripts/Apartment,-The.html","http://www.imsdb.com/Movie%20Scripts/Apartment,%20The%20Script.html"
98,569,Jurassic Park III,,,http://www.imsdb.com//scripts/Jurassic-Park-III.html,http://www.imsdb.com/Movie%20Scripts/Jurassic%20Park%20III%20Script.html
99,849,Rocky,,Jan-76,http://www.imsdb.com//scripts/Rocky.html,http://www.imsdb.com/Movie%20Scripts/Rocky%20Script.html
100,912,Sling Blade,,,http://www.imsdb.com//scripts/Sling-Blade.html,http://www.imsdb.com/Movie%20Scripts/Sling%20Blade%20Script.html
101,66,American Werewolf in London,,,http://www.imsdb.com//scripts/American-Werewolf-in-London.html,http://www.imsdb.com/Movie%20Scripts/American%20Werewolf%20in%20London%20Script.html
102,148,"Big Blue, The",,,"http://www.imsdb.com//scripts/Big-Blue,-The.html","http://www.imsdb.com/Movie%20Scripts/Big%20Blue,%20The%20Script.html"
103,902,Signs,,,http://www.imsdb.com//scripts/Signs.html,http://www.imsdb.com/Movie%20Scripts/Signs%20Script.html
104,438,Godzilla,,1996,http://www.imsdb.com//scripts/Godzilla.html,http://www.imsdb.com/Movie%20Scripts/Godzilla%20Script.html
105,367,"Family Man, The",,,"http://www.imsdb.com//scripts/Family-Man,-The.html","http://www.imsdb.com/Movie%20Scripts/Family%20Man,%20The%20Script.html"
106,821,Raising Arizona,,,http://www.imsdb.com//scripts/Raising-Arizona.html,http://www.imsdb.com/Movie%20Scripts/Raising%20Arizona%20Script.html
107,437,Gods and Monsters,,May-97,http://www.imsdb.com//scripts/Gods-and-Monsters.html,http://www.imsdb.com/Movie%20Scripts/Gods%20and%20Monsters%20Script.html
108,396,"French Connection, The",,Apr-71,"http://www.imsdb.com//scripts/French-Connection,-The.html","http://www.imsdb.com/Movie%20Scripts/French%20Connection,%20The%20Script.html"
109,548,It's a Wonderful Life,,,http://www.imsdb.com//scripts/It's-a-Wonderful-Life.html,http://www.imsdb.com/Movie%20Scripts/It's%20a%20Wonderful%20Life%20Script.html
110,837,Resident Evil,,2000,http://www.imsdb.com//scripts/Resident-Evil.html,http://www.imsdb.com/Movie%20Scripts/Resident%20Evil%20Script.html
111,389,Four Feathers,,,http://www.imsdb.com//scripts/Four-Feathers.html,http://www.imsdb.com/Movie%20Scripts/Four%20Feathers%20Script.html
112,994,Thirteen Days,,,http://www.imsdb.com//scripts/Thirteen-Days.html,http://www.imsdb.com/Movie%20Scripts/Thirteen%20Days%20Script.html
113,803,"Princess Bride, The",,1987,"http://www.imsdb.com//scripts/Princess-Bride,-The.html","http://www.imsdb.com/Movie%20Scripts/Princess%20Bride,%20The%20Script.html"
114,527,Independence Day,,,http://www.imsdb.com//scripts/Independence-Day.html,http://www.imsdb.com/Movie%20Scripts/Independence%20Day%20Script.html
115,565,John Q,,,http://www.imsdb.com//scripts/John-Q.html,http://www.imsdb.com/Movie%20Scripts/John%20Q%20Script.html
116,348,Entrapment,,Dec-96,http://www.imsdb.com//scripts/Entrapment.html,http://www.imsdb.com/Movie%20Scripts/Entrapment%20Script.html
117,759,Orgy of the Dead,,,http://www.imsdb.com//scripts/Orgy-of-the-Dead.html,http://www.imsdb.com/Movie%20Scripts/Orgy%20of%20the%20Dead%20Script.html
118,779,Pet Sematary II,,Jan-91,http://www.imsdb.com//scripts/Pet-Sematary-II.html,http://www.imsdb.com/Movie%20Scripts/Pet%20Sematary%20II%20Script.html
119,710,Mrs. Brown,,,http://www.imsdb.com//scripts/Mrs.-Brown.html,http://www.imsdb.com/Movie%20Scripts/Mrs.%20Brown%20Script.html
120,538,Interview with the Vampire,,,http://www.imsdb.com//scripts/Interview-with-the-Vampire.html,http://www.imsdb.com/Movie%20Scripts/Interview%20with%20the%20Vampire%20Script.html
121,1081,Who Framed Roger Rabbit?,,Sep-86,http://www.imsdb.com//scripts/Who-Framed-Roger-Rabbit%3f.html,http://www.imsdb.com/Movie%20Scripts/Who%20Framed%20Roger%20Rabbit?%20Script.html
122,950,State and Main,,Sep-99,http://www.imsdb.com//scripts/State-and-Main.html,http://www.imsdb.com/Movie%20Scripts/State%20and%20Main%20Script.html
123,535,"Insider, The",,Nov-99,"http://www.imsdb.com//scripts/Insider,-The.html","http://www.imsdb.com/Movie%20Scripts/Insider,%20The%20Script.html"
124,983,Taxi Driver,,,http://www.imsdb.com//scripts/Taxi-Driver.html,http://www.imsdb.com/Movie%20Scripts/Taxi%20Driver%20Script.html
125,448,"Grapes of Wrath, The",,,"http://www.imsdb.com//scripts/Grapes-of-Wrath,-The.html","http://www.imsdb.com/Movie%20Scripts/Grapes%20of%20Wrath,%20The%20Script.html"
126,552,Jackie Brown,,Mar-97,http://www.imsdb.com//scripts/Jackie-Brown.html,http://www.imsdb.com/Movie%20Scripts/Jackie%20Brown%20Script.html
127,980,"Talented Mr. Ripley, The",,Nov-99,"http://www.imsdb.com//scripts/Talented-Mr.-Ripley,-The.html","http://www.imsdb.com/Movie%20Scripts/Talented%20Mr.%20Ripley,%20The%20Script.html"
128,1056,Wag the Dog,,Oct-96,http://www.imsdb.com//scripts/Wag-the-Dog.html,http://www.imsdb.com/Movie%20Scripts/Wag%20the%20Dog%20Script.html
129,364,"Fabulous Baker Boys, The",,Apr-85,"http://www.imsdb.com//scripts/Fabulous-Baker-Boys,-The.html","http://www.imsdb.com/Movie%20Scripts/Fabulous%20Baker%20Boys,%20The%20Script.html"
130,1083,Wild At Heart,,,http://www.imsdb.com//scripts/Wild-At-Heart.html,http://www.imsdb.com/Movie%20Scripts/Wild%20At%20Heart%20Script.html
131,150,"Big Lebowski, The",,,"http://www.imsdb.com//scripts/Big-Lebowski,-The.html","http://www.imsdb.com/Movie%20Scripts/Big%20Lebowski,%20The%20Script.html"
132,903,Silence of the Lambs,,,http://www.imsdb.com//scripts/Silence-of-the-Lambs.html,http://www.imsdb.com/Movie%20Scripts/Silence%20of%20the%20Lambs%20Script.html
133,83,Apollo 13,,1995,http://www.imsdb.com//scripts/Apollo-13.html,http://www.imsdb.com/Movie%20Scripts/Apollo%2013%20Script.html
134,820,Raging Bull,,,http://www.imsdb.com//scripts/Raging-Bull.html,http://www.imsdb.com/Movie%20Scripts/Raging%20Bull%20Script.html
135,100,Austin Powers - The Spy Who Shagged Me,,,http://www.imsdb.com//scripts/Austin-Powers---The-Spy-Who-Shagged-Me.html,http://www.imsdb.com/Movie%20Scripts/Austin%20Powers%20-%20The%20Spy%20Who%20Shagged%20Me%20Script.html
136,371,Fast Times at Ridgemont High,,,http://www.imsdb.com//scripts/Fast-Times-at-Ridgemont-High.html,http://www.imsdb.com/Movie%20Scripts/Fast%20Times%20at%20Ridgemont%20High%20Script.html
137,772,Pearl Harbor,,,http://www.imsdb.com//scripts/Pearl-Harbor.html,http://www.imsdb.com/Movie%20Scripts/Pearl%20Harbor%20Script.html
138,354,Eternal Sunshine of the Spotless Mind,4-Mar,3-Mar,http://www.imsdb.com//scripts/Eternal-Sunshine-of-the-Spotless-Mind.html,http://www.imsdb.com/Movie%20Scripts/Eternal%20Sunshine%20of%20the%20Spotless%20Mind%20Script.html
