1,http://www.imsdb.com/Movie%20Scripts/10%20Things%20I%20Hate%20About%20You%20Script.html,0
2,http://www.imsdb.com/Movie%20Scripts/12%20Script.html,0
3,http://www.imsdb.com/Movie%20Scripts/12%20and%20Holding%20Script.html,0
4,http://www.imsdb.com/Movie%20Scripts/12%20Monkeys%20Script.html,0
5,http://www.imsdb.com/Movie%20Scripts/127%20Hours%20Script.html,0
6,http://www.imsdb.com/Movie%20Scripts/1492:%20Conquest%20of%20Paradise%20Script.html,0
7,http://www.imsdb.com/Movie%20Scripts/15%20Minutes%20Script.html,0
8,http://www.imsdb.com/Movie%20Scripts/17%20Again%20Script.html,0
9,http://www.imsdb.com/Movie%20Scripts/187%20Script.html,0
10,http://www.imsdb.com/Movie%20Scripts/2001:%20A%20Space%20Odyssey%20Script.html,0
11,http://www.imsdb.com/Movie%20Scripts/2012%20Script.html,0
12,http://www.imsdb.com/Movie%20Scripts/25th%20Hour%20Script.html,0
13,http://www.imsdb.com/Movie%20Scripts/30%20Minutes%20or%20Less%20Script.html,0
14,http://www.imsdb.com/Movie%20Scripts/44%20Inch%20Chest%20Script.html,0
15,http://www.imsdb.com/Movie%20Scripts/48%20Hrs.%20Script.html,0
16,http://www.imsdb.com/Movie%20Scripts/50-50%20Script.html,0
17,http://www.imsdb.com/Movie%20Scripts/500%20Days%20of%20Summer%20Script.html,0
18,http://www.imsdb.com/Movie%20Scripts/8%20Mile%20Script.html,0
19,http://www.imsdb.com/Movie%20Scripts/8MM%20Script.html,0
20,http://www.imsdb.com/Movie%20Scripts/9%20Script.html,0
21,http://www.imsdb.com/Movie%20Scripts/A%20Few%20Good%20Men%20Script.html,0
22,http://www.imsdb.com/Movie%20Scripts/A%20Serious%20Man%20Script.html,0
23,http://www.imsdb.com/Movie%20Scripts/A.I.%20Script.html,0
24,http://www.imsdb.com/Movie%20Scripts/Above%20the%20Law%20Script.html,0
25,http://www.imsdb.com/Movie%20Scripts/Absolute%20Power%20Script.html,0
26,"http://www.imsdb.com/Movie%20Scripts/Abyss,%20The%20Script.html",0
27,http://www.imsdb.com/Movie%20Scripts/Ace%20Ventura:%20Pet%20Detective%20Script.html,0
28,http://www.imsdb.com/Movie%20Scripts/Adaptation%20Script.html,0
